from,to,value
E02000547,W02000156,1
E02002341,W02000152,2
E02002910,W02000153,1
E02002911,W02000154,1
E02002919,W02000153,1
E02003026,W02000156,1
E02003803,W02000156,1
E02003900,W02000156,1
E02003947,W02000154,1
E02003955,W02000154,1
E02004268,W02000153,1
E02005477,W02000152,1
E02005540,W02000153,1
E02006020,W02000158,1
E02006225,W02000152,2
E02006228,W02000153,1
E02006532,W02000153,1
E02006679,W02000159,1
E02006734,W02000157,1
E02006739,W02000157,1
E02006742,W02000157,1
E02006766,W02000156,4
E02006951,W02000159,1
E02007051,W02000152,1
W02000003,W02000154,1
W02000003,W02000156,1
W02000003,W02000157,1
W02000004,W02000156,2
W02000005,W02000151,1
W02000005,W02000154,1
W02000006,W02000152,2
W02000006,W02000154,3
W02000009,W02000151,2
W02000009,W02000153,2
W02000009,W02000154,1
W02000010,W02000151,1
W02000010,W02000152,1
W02000011,W02000153,1
W02000011,W02000154,2
W02000011,W02000156,1
W02000011,W02000157,1
W02000011,W02000159,1
W02000012,W02000152,1
W02000012,W02000154,3
W02000012,W02000156,1
W02000013,W02000154,1
W02000013,W02000157,1
W02000015,W02000154,1
W02000015,W02000156,5
W02000015,W02000159,2
W02000016,W02000154,1
W02000016,W02000156,1
W02000017,W02000152,1
W02000017,W02000156,1
W02000018,W02000152,1
W02000019,W02000156,1
W02000020,W02000152,4
W02000020,W02000153,1
W02000020,W02000158,1
W02000021,W02000153,1
W02000023,W02000153,1
W02000025,W02000153,1
W02000025,W02000154,1
W02000025,W02000156,1
W02000026,W02000151,1
W02000026,W02000152,1
W02000026,W02000154,3
W02000026,W02000156,2
W02000026,W02000158,1
W02000085,W02000152,1
W02000090,W02000156,1
W02000092,W02000156,1
W02000097,W02000154,1
W02000100,W02000156,1
W02000105,W02000154,2
W02000106,W02000153,1
W02000107,W02000151,1
W02000109,W02000152,1
W02000110,W02000158,1
W02000113,W02000156,2
W02000114,W02000151,1
W02000116,W02000152,2
W02000116,W02000153,3
W02000116,W02000154,5
W02000116,W02000156,7
W02000116,W02000159,1
W02000117,W02000152,3
W02000117,W02000154,5
W02000117,W02000156,1
W02000117,W02000157,1
W02000118,W02000152,2
W02000118,W02000153,2
W02000118,W02000154,3
W02000118,W02000156,4
W02000120,W02000151,2
W02000120,W02000152,2
W02000120,W02000153,2
W02000120,W02000154,3
W02000120,W02000156,3
W02000120,W02000159,1
W02000122,W02000152,2
W02000122,W02000153,3
W02000122,W02000154,3
W02000122,W02000156,7
W02000122,W02000157,3
W02000123,W02000153,1
W02000123,W02000154,6
W02000123,W02000156,35
W02000123,W02000157,2
W02000123,W02000159,1
W02000124,W02000153,4
W02000124,W02000154,2
W02000124,W02000156,4
W02000124,W02000157,3
W02000124,W02000159,1
W02000125,W02000151,1
W02000125,W02000152,1
W02000125,W02000153,7
W02000125,W02000154,5
W02000125,W02000156,8
W02000125,W02000157,1
W02000126,W02000152,1
W02000126,W02000153,1
W02000126,W02000154,2
W02000126,W02000156,4
W02000126,W02000157,4
W02000127,W02000156,1
W02000127,W02000159,1
W02000128,W02000152,1
W02000128,W02000156,1
W02000128,W02000157,1
W02000129,W02000154,1
W02000129,W02000156,6
W02000130,W02000152,1
W02000130,W02000153,2
W02000130,W02000156,1
W02000130,W02000157,1
W02000131,W02000152,4
W02000131,W02000154,1
W02000131,W02000156,3
W02000132,W02000154,3
W02000132,W02000156,6
W02000132,W02000157,1
W02000132,W02000158,2
W02000133,W02000152,1
W02000133,W02000156,2
W02000133,W02000157,1
W02000133,W02000158,1
W02000134,W02000153,2
W02000134,W02000156,1
W02000134,W02000157,1
W02000135,W02000152,3
W02000135,W02000153,1
W02000136,W02000153,2
W02000136,W02000154,4
W02000136,W02000156,9
W02000136,W02000157,1
W02000136,W02000159,2
W02000137,W02000154,1
W02000137,W02000156,2
W02000137,W02000157,3
W02000137,W02000158,1
W02000138,W02000152,1
W02000138,W02000154,1
W02000138,W02000156,2
W02000139,W02000152,1
W02000139,W02000154,3
W02000139,W02000157,2
W02000140,W02000153,2
W02000140,W02000154,3
W02000140,W02000156,1
W02000140,W02000157,2
W02000141,W02000156,1
W02000142,W02000151,3
W02000142,W02000152,12
W02000142,W02000153,10
W02000142,W02000154,14
W02000142,W02000156,28
W02000142,W02000157,4
W02000142,W02000158,3
W02000142,W02000159,7
W02000143,W02000151,2
W02000143,W02000152,22
W02000143,W02000153,4
W02000143,W02000154,26
W02000143,W02000156,19
W02000143,W02000157,3
W02000143,W02000158,3
W02000144,W02000151,5
W02000144,W02000152,9
W02000144,W02000153,10
W02000144,W02000154,10
W02000144,W02000156,25
W02000144,W02000157,5
W02000144,W02000159,3
W02000145,W02000151,15
W02000145,W02000152,50
W02000145,W02000153,23
W02000145,W02000154,68
W02000145,W02000156,45
W02000145,W02000157,10
W02000145,W02000158,5
W02000145,W02000159,1
W02000146,W02000151,7
W02000146,W02000152,33
W02000146,W02000153,41
W02000146,W02000154,54
W02000146,W02000156,71
W02000146,W02000157,21
W02000146,W02000158,6
W02000146,W02000159,2
W02000147,W02000151,2
W02000147,W02000152,13
W02000147,W02000153,47
W02000147,W02000154,21
W02000147,W02000156,69
W02000147,W02000157,24
W02000147,W02000158,2
W02000147,W02000159,14
W02000148,W02000151,1
W02000148,W02000152,16
W02000148,W02000153,19
W02000148,W02000154,24
W02000148,W02000156,46
W02000148,W02000157,16
W02000148,W02000158,2
W02000148,W02000159,6
W02000149,W02000151,3
W02000149,W02000152,14
W02000149,W02000153,44
W02000149,W02000154,19
W02000149,W02000156,51
W02000149,W02000157,20
W02000149,W02000158,1
W02000149,W02000159,10
W02000151,888888888,2
W02000151,999999999,8
W02000151,E02000534,1
W02000151,E02000808,1
W02000151,E02000972,3
W02000151,E02002251,1
W02000151,E02003026,1
W02000151,E02003107,1
W02000151,E02003400,1
W02000151,E02003432,1
W02000151,E02003472,3
W02000151,E02003896,1
W02000151,E02004083,2
W02000151,E02004459,1
W02000151,E02004466,1
W02000151,E02004741,3
W02000151,E02004808,1
W02000151,E02004818,1
W02000151,E02005119,1
W02000151,E02005785,1
W02000151,E02006116,6
W02000151,E02006181,1
W02000151,E02006345,1
W02000151,E02006650,1
W02000151,E02006939,1
W02000151,S02001478,2
W02000151,S02002198,1
W02000151,W02000003,2
W02000151,W02000006,1
W02000151,W02000007,1
W02000151,W02000009,1
W02000151,W02000011,1
W02000151,W02000013,1
W02000151,W02000017,1
W02000151,W02000019,2
W02000151,W02000025,2
W02000151,W02000026,2
W02000151,W02000037,1
W02000151,W02000100,1
W02000151,W02000109,1
W02000151,W02000110,1
W02000151,W02000111,1
W02000151,W02000113,3
W02000151,W02000116,5
W02000151,W02000117,10
W02000151,W02000118,3
W02000151,W02000120,1
W02000151,W02000126,1
W02000151,W02000130,3
W02000151,W02000132,2
W02000151,W02000133,1
W02000151,W02000136,5
W02000151,W02000137,1
W02000151,W02000140,2
W02000151,W02000141,2
W02000151,W02000142,6
W02000151,W02000143,10
W02000151,W02000144,2
W02000151,W02000145,56
W02000151,W02000146,7
W02000151,W02000147,8
W02000151,W02000148,28
W02000151,W02000149,58
W02000151,111111111,1116
W02000151,W02000151,166
W02000151,W02000152,128
W02000151,W02000153,4
W02000151,W02000154,245
W02000151,W02000156,93
W02000151,W02000157,11
W02000151,W02000158,18
W02000151,W02000159,1
W02000151,W02000160,8
W02000151,W02000161,40
W02000151,W02000162,5
W02000151,W02000163,12
W02000151,W02000164,18
W02000151,W02000165,16
W02000151,W02000166,19
W02000151,W02000167,11
W02000151,W02000168,8
W02000151,W02000169,13
W02000151,W02000170,60
W02000151,W02000171,7
W02000151,W02000172,13
W02000151,W02000173,3
W02000151,W02000174,9
W02000151,W02000175,15
W02000151,W02000176,54
W02000151,W02000177,44
W02000151,W02000178,3
W02000151,W02000179,6
W02000151,W02000180,11
W02000151,W02000181,17
W02000151,W02000182,6
W02000151,W02000183,5
W02000151,W02000184,12
W02000151,W02000185,2
W02000151,W02000186,1
W02000151,W02000188,10
W02000151,W02000189,1
W02000151,W02000191,2
W02000151,W02000192,34
W02000151,W02000193,2
W02000151,W02000194,18
W02000151,W02000195,2
W02000151,W02000196,1
W02000151,W02000198,3
W02000151,W02000200,3
W02000151,W02000201,2
W02000151,W02000202,49
W02000151,W02000204,2
W02000151,W02000205,9
W02000151,W02000206,12
W02000151,W02000208,21
W02000151,W02000210,2
W02000151,W02000211,13
W02000151,W02000213,7
W02000151,W02000214,5
W02000151,W02000215,8
W02000151,W02000216,1
W02000151,W02000217,26
W02000151,W02000218,1
W02000151,W02000219,1
W02000151,W02000230,2
W02000151,W02000232,8
W02000151,W02000235,1
W02000151,W02000236,1
W02000151,W02000239,1
W02000151,W02000240,1
W02000151,W02000245,1
W02000151,W02000251,1
W02000151,W02000252,1
W02000151,W02000257,1
W02000151,W02000258,1
W02000151,W02000263,1
W02000151,W02000266,1
W02000151,W02000274,1
W02000151,W02000277,1
W02000151,W02000282,2
W02000151,W02000286,4
W02000151,W02000287,1
W02000151,W02000288,2
W02000151,W02000292,1
W02000151,W02000302,3
W02000151,W02000309,1
W02000151,W02000311,1
W02000151,W02000313,3
W02000151,W02000324,1
W02000151,W02000338,3
W02000151,W02000350,1
W02000151,W02000369,1
W02000151,W02000375,1
W02000151,W02000377,3
W02000151,W02000387,1
W02000151,W02000398,3
W02000151,W02000399,1
W02000151,W02000400,1
W02000151,W02000408,1
W02000151,W02000410,1
W02000151,W02000414,2
W02000151,W02000416,71
W02000151,W02000417,67
W02000151,W02000418,15
W02000151,W02000421,6
W02000151,W02000422,5
W02000151,W02000423,1
W02000151,W02000427,11
W02000152,888888888,5
W02000152,999999999,7
W02000152,E02000524,1
W02000152,E02003427,1
W02000152,E02003468,1
W02000152,E02003521,1
W02000152,E02003525,1
W02000152,E02003863,1
W02000152,E02003903,1
W02000152,E02004015,1
W02000152,E02004031,1
W02000152,E02004241,1
W02000152,E02004639,1
W02000152,E02004808,1
W02000152,E02004881,1
W02000152,E02004951,1
W02000152,E02005948,1
W02000152,E02006004,1
W02000152,E02006044,2
W02000152,E02006116,4
W02000152,E02006510,1
W02000152,E02006650,1
W02000152,E02006659,2
W02000152,E02006889,1
W02000152,E02007026,2
W02000152,E02007064,1
W02000152,S02001478,1
W02000152,W02000003,1
W02000152,W02000006,1
W02000152,W02000008,1
W02000152,W02000010,2
W02000152,W02000018,2
W02000152,W02000025,1
W02000152,W02000039,1
W02000152,W02000109,2
W02000152,W02000113,1
W02000152,W02000114,1
W02000152,W02000117,6
W02000152,W02000118,2
W02000152,W02000120,3
W02000152,W02000122,2
W02000152,W02000123,4
W02000152,W02000124,1
W02000152,W02000125,3
W02000152,W02000126,2
W02000152,W02000128,1
W02000152,W02000129,4
W02000152,W02000130,8
W02000152,W02000131,2
W02000152,W02000132,2
W02000152,W02000134,1
W02000152,W02000136,2
W02000152,W02000138,4
W02000152,W02000140,4
W02000152,W02000141,3
W02000152,W02000142,3
W02000152,W02000143,18
W02000152,W02000144,7
W02000152,W02000145,110
W02000152,W02000146,16
W02000152,W02000147,31
W02000152,W02000148,91
W02000152,W02000149,161
W02000152,W02000151,32
W02000152,111111111,1185
W02000152,W02000152,284
W02000152,W02000153,19
W02000152,W02000154,357
W02000152,W02000156,223
W02000152,W02000157,40
W02000152,W02000158,27
W02000152,W02000159,10
W02000152,W02000160,17
W02000152,W02000161,80
W02000152,W02000162,13
W02000152,W02000163,22
W02000152,W02000164,38
W02000152,W02000165,42
W02000152,W02000166,14
W02000152,W02000167,17
W02000152,W02000168,26
W02000152,W02000169,5
W02000152,W02000170,46
W02000152,W02000171,14
W02000152,W02000172,14
W02000152,W02000173,1
W02000152,W02000174,11
W02000152,W02000175,6
W02000152,W02000176,45
W02000152,W02000177,48
W02000152,W02000178,4
W02000152,W02000179,10
W02000152,W02000180,8
W02000152,W02000181,14
W02000152,W02000182,3
W02000152,W02000183,3
W02000152,W02000184,23
W02000152,W02000185,2
W02000152,W02000186,1
W02000152,W02000188,4
W02000152,W02000189,6
W02000152,W02000191,6
W02000152,W02000192,42
W02000152,W02000193,6
W02000152,W02000194,19
W02000152,W02000195,3
W02000152,W02000196,3
W02000152,W02000197,1
W02000152,W02000198,2
W02000152,W02000201,1
W02000152,W02000202,10
W02000152,W02000205,2
W02000152,W02000206,10
W02000152,W02000207,2
W02000152,W02000208,22
W02000152,W02000210,1
W02000152,W02000211,10
W02000152,W02000213,3
W02000152,W02000214,5
W02000152,W02000215,9
W02000152,W02000217,28
W02000152,W02000223,1
W02000152,W02000225,3
W02000152,W02000226,2
W02000152,W02000228,2
W02000152,W02000231,3
W02000152,W02000232,9
W02000152,W02000239,2
W02000152,W02000247,1
W02000152,W02000248,2
W02000152,W02000250,4
W02000152,W02000255,1
W02000152,W02000257,1
W02000152,W02000258,1
W02000152,W02000272,1
W02000152,W02000281,1
W02000152,W02000282,1
W02000152,W02000288,2
W02000152,W02000291,1
W02000152,W02000309,1
W02000152,W02000310,2
W02000152,W02000338,1
W02000152,W02000339,3
W02000152,W02000365,1
W02000152,W02000375,2
W02000152,W02000377,1
W02000152,W02000384,2
W02000152,W02000385,2
W02000152,W02000392,1
W02000152,W02000394,1
W02000152,W02000395,1
W02000152,W02000398,3
W02000152,W02000402,2
W02000152,W02000404,1
W02000152,W02000416,6
W02000152,W02000417,17
W02000152,W02000418,16
W02000152,W02000421,6
W02000152,W02000427,2
W02000152,W02000428,3
W02000153,888888888,12
W02000153,999999999,7
W02000153,E02000042,3
W02000153,E02000327,1
W02000153,E02000531,1
W02000153,E02000608,1
W02000153,E02000972,1
W02000153,E02000979,1
W02000153,E02001325,1
W02000153,E02002621,1
W02000153,E02002790,1
W02000153,E02002862,2
W02000153,E02003049,1
W02000153,E02003148,1
W02000153,E02003208,1
W02000153,E02003226,1
W02000153,E02003249,1
W02000153,E02003320,1
W02000153,E02003522,1
W02000153,E02004148,1
W02000153,E02004236,1
W02000153,E02004256,1
W02000153,E02004615,1
W02000153,E02004650,1
W02000153,E02004682,2
W02000153,E02004683,1
W02000153,E02004807,1
W02000153,E02004983,1
W02000153,E02005068,1
W02000153,E02006014,1
W02000153,E02006053,1
W02000153,E02006092,1
W02000153,E02006116,1
W02000153,E02006549,1
W02000153,E02006651,1
W02000153,E02006659,1
W02000153,E02006661,2
W02000153,E02006682,1
W02000153,E02006706,1
W02000153,E02006741,2
W02000153,E02006792,1
W02000153,E02006947,1
W02000153,E02006975,1
W02000153,S02002324,1
W02000153,W02000006,2
W02000153,W02000007,1
W02000153,W02000011,1
W02000153,W02000012,1
W02000153,W02000014,1
W02000153,W02000019,1
W02000153,W02000021,1
W02000153,W02000096,1
W02000153,W02000113,1
W02000153,W02000117,3
W02000153,W02000118,1
W02000153,W02000120,6
W02000153,W02000122,2
W02000153,W02000123,8
W02000153,W02000124,8
W02000153,W02000125,8
W02000153,W02000126,1
W02000153,W02000127,3
W02000153,W02000129,6
W02000153,W02000130,10
W02000153,W02000131,4
W02000153,W02000132,7
W02000153,W02000133,5
W02000153,W02000136,7
W02000153,W02000138,4
W02000153,W02000140,5
W02000153,W02000141,4
W02000153,W02000142,19
W02000153,W02000143,11
W02000153,W02000144,13
W02000153,W02000145,22
W02000153,W02000146,28
W02000153,W02000147,85
W02000153,W02000148,266
W02000153,W02000149,441
W02000153,W02000151,6
W02000153,W02000152,32
W02000153,111111111,1667
W02000153,W02000153,131
W02000153,W02000154,27
W02000153,W02000156,133
W02000153,W02000157,64
W02000153,W02000158,7
W02000153,W02000159,53
W02000153,W02000160,15
W02000153,W02000161,99
W02000153,W02000162,30
W02000153,W02000163,28
W02000153,W02000164,60
W02000153,W02000165,57
W02000153,W02000166,28
W02000153,W02000167,32
W02000153,W02000168,15
W02000153,W02000169,9
W02000153,W02000170,26
W02000153,W02000172,4
W02000153,W02000174,6
W02000153,W02000175,2
