from,to,value
E02000001,E02006992,1
E02000001,E02006993,1
E02000001,E02006996,2
E02000002,E02006992,5
E02000002,E02006993,1
E02000002,E02006994,2
E02000002,E02006995,1
E02000002,E02006996,12
E02000002,E02006997,2
E02000002,E02006998,2
E02000003,E02006991,1
E02000003,E02006992,6
E02000003,E02006993,3
E02000003,E02006995,2
E02000003,E02006996,28
E02000003,E02006997,8
E02000003,E02006998,3
E02000003,E02006999,3
E02000004,E02006992,2
E02000004,E02006994,3
E02000004,E02006995,1
E02000004,E02006996,9
E02000004,E02006997,5
E02000004,E02006998,1
E02000004,E02006999,3
E02000005,E02006992,4
E02000005,E02006993,1
E02000005,E02006994,5
E02000005,E02006995,18
E02000005,E02006996,37
E02000005,E02006997,2
E02000005,E02006998,6
E02000005,E02006999,3
E02000007,E02006992,5
E02000007,E02006993,1
E02000007,E02006994,1
E02000007,E02006995,5
E02000007,E02006996,13
E02000007,E02006997,3
E02000007,E02006998,7
E02000008,E02006992,5
E02000008,E02006993,3
E02000008,E02006994,1
E02000008,E02006995,2
E02000008,E02006996,19
E02000008,E02006997,9
E02000008,E02006998,16
E02000008,E02006999,9
E02000009,E02006992,6
E02000009,E02006993,2
E02000009,E02006994,5
E02000009,E02006995,2
E02000009,E02006996,24
E02000009,E02006997,3
E02000009,E02006998,6
E02000009,E02006999,5
E02000010,E02006991,1
E02000010,E02006992,2
E02000010,E02006994,4
E02000010,E02006995,3
E02000010,E02006996,14
E02000010,E02006997,6
E02000010,E02006998,5
E02000010,E02006999,5
E02000011,E02006992,3
E02000011,E02006993,1
E02000011,E02006994,7
E02000011,E02006995,1
E02000011,E02006996,5
E02000011,E02006997,6
E02000011,E02006998,2
E02000011,E02006999,4
E02000012,E02006991,1
E02000012,E02006992,6
E02000012,E02006993,1
E02000012,E02006994,1
E02000012,E02006995,3
E02000012,E02006996,32
E02000012,E02006997,3
E02000012,E02006998,8
E02000012,E02006999,1
E02000013,E02006991,2
E02000013,E02006992,2
E02000013,E02006994,2
E02000013,E02006995,3
E02000013,E02006996,25
E02000013,E02006997,3
E02000013,E02006998,8
E02000013,E02006999,4
E02000014,E02006994,1
E02000014,E02006995,3
E02000014,E02006996,21
E02000014,E02006997,5
E02000014,E02006998,5
E02000014,E02006999,5
E02000015,E02006992,5
E02000015,E02006993,1
E02000015,E02006994,1
