from,to,value
E02000018,W02000156,4
E02000046,W02000158,4
E02000052,W02000154,1
E02000054,W02000152,1
E02000056,W02000153,2
E02000090,W02000153,1
E02000090,W02000157,1
E02000102,W02000153,2
E02000103,W02000153,4
E02000135,W02000152,1
E02000135,W02000154,2
E02000187,W02000154,1
E02000193,W02000152,2
E02000196,W02000156,1
E02000208,W02000152,1
E02000227,W02000157,1
E02000235,W02000153,2
E02000253,W02000158,3
E02000292,W02000156,2
E02000293,W02000156,1
E02000328,W02000153,1
E02000372,W02000152,4
E02000372,W02000153,2
E02000386,W02000154,1
E02000418,W02000157,1
E02000461,W02000151,2
E02000465,W02000153,1
E02000498,W02000152,5
E02000521,W02000158,1
E02000537,W02000153,1
E02000546,W02000159,1
E02000556,W02000157,1
E02000564,W02000153,1
E02000591,W02000152,1
E02000622,W02000156,1
E02000624,W02000153,1
E02000649,W02000154,1
E02000677,W02000158,1
E02000692,W02000157,1
E02000693,W02000157,1
E02000695,W02000157,1
E02000729,W02000159,1
E02000785,W02000158,1
E02000792,W02000154,1
E02000793,W02000153,1
E02000798,W02000157,1
E02000830,W02000151,1
E02000838,W02000156,1
E02000840,W02000158,1
E02000855,W02000153,1
E02000867,W02000152,2
E02000875,W02000156,1
E02000893,W02000153,1
E02000905,W02000152,2
E02000939,W02000156,1
E02000953,W02000154,1
E02000959,W02000153,2
E02001050,W02000152,1
E02001076,W02000159,1
E02001080,W02000158,1
E02001147,W02000153,1
E02001160,W02000153,2
E02001173,W02000159,2
E02001241,W02000157,2
E02001374,W02000158,6
E02001385,W02000157,2
E02001388,W02000157,1
E02001389,W02000152,1
E02001461,W02000156,1
E02001835,W02000152,2
E02001847,W02000159,3
E02001850,W02000157,1
E02001861,W02000151,2
E02001913,W02000153,1
E02001915,W02000153,2
E02001918,W02000158,1
E02001922,W02000159,1
E02001927,W02000153,5
E02001964,W02000159,4
E02001969,W02000151,1
E02001977,W02000153,1
E02001977,W02000154,1
E02001993,W02000156,2
E02002022,W02000154,1
E02002054,W02000152,1
E02002076,W02000151,2
E02002106,W02000154,1
E02002226,W02000152,1
E02002240,W02000154,5
E02002270,W02000157,5
E02002383,W02000152,1
E02002435,W02000157,4
E02002438,W02000158,4
E02002578,W02000159,1
E02002689,W02000157,2
E02002726,W02000151,1
E02002804,W02000157,1
E02002853,W02000159,1
E02002865,W02000154,1
E02002909,W02000151,2
E02002910,W02000157,1
E02002915,W02000154,1
E02002924,W02000153,1
E02002924,W02000157,1
E02002927,W02000158,4
E02002965,W02000152,1
E02002965,W02000154,1
E02002995,W02000153,1
E02003000,W02000158,1
E02003003,W02000153,1
E02003013,W02000154,1
E02003015,W02000152,1
E02003019,W02000153,2
E02003021,W02000156,2
E02003025,W02000159,1
E02003032,W02000157,1
E02003040,W02000158,1
E02003041,W02000154,1
E02003050,W02000156,1
E02003058,W02000157,1
E02003074,W02000156,3
E02003077,W02000156,1
E02003079,W02000158,2
E02003088,W02000157,2
E02003104,W02000152,5
E02003104,W02000153,1
E02003104,W02000159,1
E02003115,W02000157,2
E02003126,W02000153,1
E02003132,W02000152,1
E02003132,W02000158,2
E02003136,W02000158,3
E02003148,W02000151,1
E02003175,W02000154,2
E02003183,W02000154,1
E02003188,W02000156,1
E02003195,W02000154,1
E02003209,W02000159,4
E02003220,W02000151,3
E02003230,W02000151,1
E02003248,W02000152,1
E02003252,W02000158,2
E02003259,W02000152,1
E02003308,W02000151,1
E02003381,W02000153,2
E02003388,W02000153,3
E02003389,W02000152,4
E02003391,W02000159,1
E02003398,W02000157,1
E02003405,W02000152,1
E02003412,W02000156,1
E02003412,W02000158,2
E02003432,W02000157,1
E02003440,W02000154,2
E02003444,W02000152,2
E02003444,W02000157,1
E02003449,W02000156,1
E02003450,W02000151,4
E02003457,W02000157,4
E02003494,W02000151,1
E02003494,W02000152,1
E02003508,W02000159,1
E02003518,W02000153,1
E02003553,W02000157,1
E02003570,W02000154,1
E02003573,W02000156,1
E02003574,W02000156,2
E02003596,W02000151,1
E02003599,W02000158,1
E02003609,W02000153,2
E02003617,W02000151,2
E02003623,W02000159,4
E02003633,W02000159,2
E02003652,W02000154,3
E02003660,W02000157,1
E02003710,W02000156,2
E02003712,W02000152,2
E02003734,W02000153,1
E02003743,W02000154,3
E02003789,W02000152,1
E02003911,W02000152,1
E02003914,W02000159,1
E02003932,W02000158,2
E02003948,W02000154,1
E02003957,W02000156,3
E02003970,W02000157,1
E02004098,W02000152,2
E02004156,W02000158,1
E02004157,W02000154,1
E02004169,W02000153,1
E02004188,W02000152,2
E02004231,W02000157,1
E02004257,W02000152,4
E02004266,W02000156,1
E02004266,W02000157,1
E02004266,W02000159,2
E02004284,W02000156,2
E02004303,W02000153,4
E02004378,W02000157,3
E02004380,W02000153,4
E02004393,W02000153,1
E02004397,W02000157,3
E02004519,W02000156,1
E02004576,W02000154,1
E02004608,W02000158,1
E02004615,W02000153,1
E02004622,W02000158,1
E02004631,W02000152,2
E02004640,W02000154,1
E02004652,W02000152,2
E02004652,W02000154,3
E02004660,W02000153,2
E02004662,W02000153,1
E02004662,W02000159,1
E02004667,W02000157,2
E02004672,W02000153,1
E02004675,W02000156,1
E02004698,W02000154,1
E02004712,W02000153,1
E02004722,W02000153,1
E02004734,W02000151,4
E02004765,W02000153,1
E02004770,W02000151,2
E02004789,W02000152,2
E02004789,W02000153,4
E02004805,W02000152,2
E02004815,W02000154,1
E02004822,W02000158,4
E02004825,W02000156,2
E02004831,W02000156,1
E02004832,W02000153,1
E02004839,W02000151,1
E02004912,W02000153,2
E02004979,W02000152,1
E02005000,W02000151,1
E02005006,W02000151,2
E02005015,W02000156,2
E02005022,W02000154,1
E02005043,W02000151,2
E02005043,W02000152,3
E02005070,W02000151,4
E02005070,W02000153,2
E02005072,W02000156,3
E02005076,W02000152,3
E02005086,W02000153,1
E02005120,W02000151,2
E02005130,W02000157,2
E02005175,W02000153,1
E02005234,W02000152,3
E02005328,W02000152,1
E02005346,W02000151,1
E02005374,W02000152,2
E02005394,W02000153,2
E02005455,W02000154,2
E02005495,W02000157,1
E02005503,W02000159,1
E02005566,W02000152,2
E02005587,W02000152,2
E02005613,W02000152,7
E02005616,W02000157,2
E02005622,W02000156,1
E02005627,W02000156,2
E02005629,W02000152,1
E02005631,W02000156,2
E02005635,W02000159,1
E02005639,W02000157,3
E02005643,W02000152,6
E02005677,W02000158,3
E02005794,W02000152,2
E02005849,W02000157,1
E02005866,W02000151,4
E02005869,W02000151,1
E02005889,W02000151,2
E02005899,W02000159,3
E02005904,W02000153,3
E02005923,W02000151,3
E02005947,W02000153,2
E02005948,W02000157,1
E02005950,W02000157,1
E02005962,W02000153,2
E02005967,W02000154,1
E02005980,W02000156,3
E02005981,W02000152,1
E02005992,W02000157,4
E02006005,W02000152,2
E02006031,W02000153,1
E02006039,W02000153,3
E02006045,W02000154,1
E02006066,W02000151,2
E02006066,W02000152,1
E02006066,W02000158,2
E02006071,W02000154,1
E02006072,W02000154,1
E02006073,W02000153,1
E02006076,W02000158,3
E02006080,W02000154,1
E02006081,W02000152,1
E02006095,W02000158,4
E02006105,W02000154,4
E02006111,W02000157,1
E02006169,W02000156,1
E02006174,W02000151,4
E02006202,W02000159,3
E02006227,W02000153,2
E02006274,W02000159,6
E02006288,W02000151,2
E02006293,W02000153,3
E02006309,W02000153,1
E02006337,W02000153,3
E02006345,W02000151,4
E02006345,W02000159,2
E02006348,W02000152,1
E02006356,W02000158,1
E02006357,W02000151,2
E02006372,W02000153,2
E02006373,W02000151,3
E02006402,W02000154,3
E02006403,W02000151,2
E02006419,W02000153,3
E02006419,W02000157,1
E02006420,W02000156,1
E02006421,W02000152,2
