from,to,value
E02000007,E02001992,1
E02000011,E02001992,1
E02000031,E02001995,1
E02000035,E02001995,1
E02000056,E02001995,1
E02000083,E02001993,1
E02000101,E02001999,1
E02000172,E02001999,1
E02000186,E02001999,1
E02000200,E02001993,1
E02000238,E02001997,1
E02000250,E02001999,1
E02000344,E02001995,1
E02000354,E02001991,1
E02000374,E02001993,1
E02000378,E02001993,1
E02000398,E02001991,2
E02000402,E02001991,1
E02000409,E02001996,1
E02000447,E02001995,2
E02000449,E02001990,2
E02000452,E02001990,1
E02000463,E02001995,1
E02000464,E02001995,1
E02000474,E02001997,1
E02000503,E02001995,1
E02000514,E02001996,2
E02000518,E02001999,1
E02000530,E02001992,1
E02000540,E02001995,1
E02000574,E02001992,1
E02000574,E02001999,1
E02000612,E02001995,1
E02000619,E02001990,1
E02000629,E02001993,2
E02000669,E02001999,1
E02000697,E02001991,1
E02000709,E02001993,1
E02000713,E02001995,1
E02000720,E02001990,1
E02000745,E02001999,1
E02000810,E02001993,2
E02000814,E02001993,1
E02000816,E02001993,1
E02000817,E02001993,1
E02000821,E02001994,1
E02000868,E02001999,1
E02000917,E02001997,1
E02000921,E02001993,1
E02000925,E02001995,1
E02000926,E02001995,1
E02000987,E02001993,1
E02000990,E02001990,1
E02001007,E02001995,1
E02001042,E02001994,1
E02001111,E02001993,1
E02001160,E02001991,1
E02001194,E02001990,1
E02001228,E02001999,1
E02001244,E02001993,1
E02001269,E02001995,2
E02001280,E02001990,1
E02001284,E02001993,1
E02001289,E02001999,2
E02001323,E02001992,1
E02001332,E02001990,1
E02001338,E02001992,1
E02001344,E02001993,2
E02001364,E02001992,1
E02001365,E02001992,1
E02001370,E02001992,1
E02001383,E02001993,1
E02001383,E02001999,1
E02001392,E02001992,1
E02001459,E02001995,1
E02001494,E02001993,1
E02001549,E02001996,1
E02001571,E02001995,1
E02001607,E02001999,1
E02001629,E02001999,1
E02001665,E02001995,2
E02001727,E02001991,1
E02001757,E02001990,2
E02001796,E02001991,1
E02001827,E02001995,1
E02001828,E02001992,1
E02001828,E02001993,1
E02001828,E02001995,1
E02001829,E02001990,1
E02001829,E02001991,2
E02001829,E02001993,2
E02001829,E02001995,1
E02001830,E02001991,1
E02001830,E02001995,5
E02001830,E02001999,1
E02001831,E02001991,2
E02001831,E02001993,1
E02001831,E02001995,1
E02001831,E02001998,1
E02001831,E02001999,2
E02001832,E02001990,4
E02001832,E02001993,2
E02001832,E02001995,2
E02001832,E02001999,4
E02001833,E02001990,1
E02001833,E02001993,1
E02001833,E02001995,2
E02001834,E02001990,1
E02001834,E02001995,3
