from,to,value
E02000001,E02004916,1
E02000008,E02004912,1
E02000012,E02004919,2
E02000023,E02004917,1
E02000024,E02004912,3
E02000024,E02004919,4
E02000025,E02004914,1
E02000026,E02004912,1
E02000026,E02004914,5
E02000026,E02004915,1
E02000026,E02004916,1
E02000029,E02004914,1
E02000029,E02004915,3
E02000030,E02004910,1
E02000030,E02004911,1
E02000034,E02004912,1
E02000035,E02004910,1
E02000036,E02004917,2
E02000037,E02004911,3
E02000037,E02004916,1
E02000038,E02004919,1
E02000039,E02004912,1
E02000039,E02004919,2
E02000042,E02004910,1
E02000042,E02004911,4
E02000044,E02004916,1
E02000045,E02004918,1
E02000050,E02004916,1
E02000051,E02004912,1
E02000051,E02004914,3
E02000052,E02004911,1
E02000052,E02004914,2
E02000052,E02004915,1
E02000052,E02004918,1
E02000055,E02004912,1
E02000056,E02004917,3
E02000057,E02004912,2
E02000057,E02004915,2
E02000059,E02004915,2
E02000063,E02004910,2
E02000063,E02004915,5
E02000103,E02004914,2
E02000103,E02004919,2
E02000105,E02004918,1
E02000107,E02004914,1
E02000115,E02004915,2
E02000115,E02004916,2
E02000120,E02004910,1
E02000122,E02004911,2
E02000125,E02004914,1
E02000126,E02004910,2
E02000126,E02004914,1
E02000130,E02004919,3
E02000131,E02004915,3
E02000131,E02004919,2
E02000137,E02004919,2
E02000140,E02004915,1
E02000142,E02004915,3
E02000146,E02004914,1
E02000154,E02004915,2
E02000155,E02004911,3
E02000157,E02004912,2
E02000157,E02004917,1
E02000157,E02004918,1
E02000166,E02004910,1
E02000166,E02004911,2
E02000166,E02004918,2
E02000167,E02004916,2
E02000170,E02004917,1
E02000170,E02004919,1
E02000171,E02004910,2
E02000171,E02004918,2
E02000172,E02004918,1
E02000174,E02004910,1
E02000174,E02004915,2
E02000177,E02004912,2
E02000178,E02004912,1
E02000180,E02004914,1
E02000180,E02004919,1
E02000181,E02004910,1
E02000181,E02004917,2
E02000182,E02004910,2
E02000184,E02004914,2
E02000185,E02004916,1
E02000187,E02004919,2
E02000193,E02004910,1
E02000193,E02004918,1
E02000194,E02004918,1
E02000202,E02004912,2
E02000202,E02004918,3
E02000213,E02004915,3
E02000222,E02004914,2
E02000233,E02004910,3
E02000239,E02004918,1
E02000244,E02004918,1
E02000250,E02004916,1
E02000252,E02004911,1
E02000256,E02004914,2
E02000261,E02004915,2
E02000264,E02004912,1
E02000264,E02004918,2
E02000268,E02004917,4
E02000270,E02004915,6
E02000270,E02004918,2
E02000271,E02004918,1
E02000276,E02004916,1
E02000277,E02004910,4
E02000278,E02004914,3
E02000279,E02004911,1
E02000280,E02004911,4
E02000280,E02004916,1
E02000281,E02004918,3
E02000282,E02004919,1
E02000283,E02004911,3
E02000283,E02004918,6
E02000284,E02004912,1
E02000284,E02004917,1
E02000285,E02004918,2
E02000286,E02004910,3
E02000286,E02004911,1
E02000286,E02004915,1
E02000286,E02004916,1
E02000286,E02004918,1
E02000288,E02004917,1
E02000291,E02004912,1
E02000291,E02004917,3
E02000294,E02004910,1
E02000296,E02004914,1
E02000299,E02004915,1
E02000301,E02004910,5
E02000305,E02004910,3
E02000305,E02004911,3
E02000305,E02004914,2
E02000307,E02004912,1
E02000308,E02004918,1
E02000312,E02004910,3
E02000312,E02004916,2
E02000312,E02004918,2
E02000323,E02004917,1
E02000328,E02004918,1
E02000333,E02004918,1
E02000346,E02004910,1
E02000346,E02004915,3
E02000346,E02004918,1
E02000347,E02004912,1
E02000351,E02004910,4
E02000351,E02004912,1
E02000351,E02004916,2
E02000351,E02004918,3
E02000352,E02004910,1
E02000352,E02004911,2
E02000352,E02004918,2
E02000354,E02004914,2
E02000355,E02004919,1
E02000359,E02004918,3
E02000360,E02004910,2
E02000360,E02004918,2
E02000360,E02004919,2
E02000361,E02004918,2
E02000362,E02004915,2
E02000367,E02004916,1
E02000367,E02004918,2
E02000370,E02004911,2
E02000372,E02004916,1
E02000372,E02004918,2
E02000372,E02004919,1
E02000373,E02004919,2
E02000374,E02004914,1
E02000374,E02004919,1
E02000375,E02004916,1
E02000375,E02004918,1
E02000377,E02004916,2
E02000378,E02004911,2
E02000382,E02004918,3
E02000383,E02004918,1
E02000385,E02004914,1
E02000385,E02004919,1
E02000387,E02004910,1
E02000387,E02004918,2
E02000388,E02004914,2
E02000391,E02004919,2
E02000392,E02004910,3
E02000396,E02004918,1
E02000401,E02004916,1
E02000406,E02004912,1
E02000406,E02004915,1
E02000408,E02004919,1
E02000409,E02004910,1
E02000410,E02004918,3
E02000412,E02004910,3
E02000412,E02004915,3
E02000412,E02004919,2
E02000413,E02004916,3
E02000414,E02004919,2
E02000419,E02004916,1
E02000422,E02004915,2
E02000425,E02004918,3
E02000427,E02004916,2
E02000427,E02004918,1
E02000428,E02004910,3
E02000428,E02004918,3
E02000429,E02004916,1
E02000429,E02004919,2
E02000430,E02004915,1
E02000431,E02004910,2
E02000431,E02004918,3
E02000432,E02004912,2
E02000432,E02004918,2
E02000434,E02004914,2
E02000436,E02004914,2
E02000437,E02004915,4
E02000437,E02004918,1
E02000439,E02004914,1
E02000439,E02004917,11
E02000452,E02004910,2
E02000452,E02004911,2
E02000453,E02004910,1
E02000455,E02004916,2
E02000459,E02004910,3
E02000468,E02004917,1
E02000471,E02004914,1
E02000475,E02004914,1
E02000476,E02004912,1
E02000485,E02004910,3
E02000486,E02004910,1
E02000491,E02004912,1
E02000501,E02004910,3
E02000506,E02004911,1
E02000509,E02004911,1
E02000511,E02004914,3
E02000515,E02004910,1
E02000529,E02004912,1
E02000533,E02004912,1
E02000535,E02004915,1
E02000536,E02004919,1
E02000552,E02004918,2
E02000554,E02004914,6
E02000554,E02004916,1
E02000554,E02004919,2
E02000556,E02004910,2
E02000556,E02004915,3
E02000556,E02004919,4
E02000559,E02004918,1
E02000560,E02004919,1
E02000561,E02004914,3
E02000561,E02004916,1
E02000561,E02004917,3
E02000561,E02004918,2
E02000564,E02004910,1
E02000564,E02004916,1
E02000566,E02004918,2
E02000567,E02004912,3
E02000567,E02004916,1
E02000567,E02004918,2
E02000568,E02004911,3
E02000568,E02004912,1
E02000568,E02004917,2
E02000568,E02004918,2
E02000570,E02004919,3
E02000571,E02004915,1
E02000576,E02004912,1
E02000576,E02004914,1
E02000583,E02004914,2
E02000585,E02004910,1
E02000585,E02004912,1
E02000588,E02004914,1
E02000589,E02004910,4
E02000590,E02004910,1
E02000592,E02004912,1
E02000592,E02004918,1
E02000593,E02004910,2
E02000594,E02004918,2
E02000597,E02004912,1
E02000597,E02004917,1
E02000602,E02004914,1
E02000602,E02004919,1
E02000607,E02004918,1
E02000610,E02004910,2
E02000611,E02004916,1
E02000619,E02004919,1
E02000620,E02004912,1
E02000620,E02004917,2
E02000621,E02004914,2
E02000623,E02004912,2
E02000624,E02004916,1
E02000625,E02004910,1
E02000625,E02004911,2
E02000627,E02004910,1
E02000629,E02004910,1
E02000629,E02004917,1
E02000630,E02004919,2
E02000632,E02004918,1
E02000633,E02004912,4
E02000635,E02004912,1
E02000636,E02004912,1
E02000636,E02004915,1
E02000637,E02004915,1
E02000638,E02004910,3
E02000638,E02004918,2
E02000640,E02004910,1
E02000640,E02004915,1
E02000640,E02004918,5
E02000641,E02004914,3
E02000641,E02004916,1
E02000641,E02004918,4
E02000642,E02004914,2
E02000643,E02004910,1
E02000645,E02004912,1
E02000649,E02004911,3
E02000649,E02004912,1
E02000653,E02004910,1
E02000653,E02004918,1
E02000655,E02004912,2
E02000655,E02004917,1
E02000659,E02004910,2
E02000659,E02004916,1
E02000667,E02004910,1
E02000670,E02004918,2
E02000673,E02004914,1
E02000675,E02004912,1
E02000679,E02004912,1
E02000689,E02004911,1
E02000690,E02004914,2
E02000691,E02004910,3
E02000691,E02004915,1
E02000692,E02004914,1
E02000694,E02004912,4
E02000694,E02004914,1
E02000694,E02004917,1
E02000695,E02004918,4
E02000696,E02004914,2
E02000697,E02004916,2
E02000700,E02004919,2
E02000704,E02004918,2
E02000704,E02004919,2
E02000710,E02004911,1
E02000712,E02004916,1
E02000719,E02004916,1
E02000720,E02004917,1
E02000725,E02004910,2
E02000725,E02004911,1
E02000725,E02004919,2
E02000736,E02004911,2
E02000746,E02004918,2
E02000747,E02004910,1
E02000747,E02004918,2
E02000748,E02004912,2
E02000757,E02004910,3
E02000764,E02004912,2
E02000768,E02004912,3
E02000781,E02004911,1
E02000787,E02004918,3
E02000789,E02004912,3
E02000790,E02004914,1
E02000797,E02004910,1
E02000798,E02004910,3
E02000801,E02004910,2
E02000807,E02004911,1
E02000807,E02004915,1
E02000807,E02004918,1
E02000808,E02004912,1
E02000808,E02004918,1
E02000810,E02004918,1
E02000814,E02004918,2
E02000816,E02004918,2
E02000820,E02004914,2
E02000820,E02004918,1
E02000822,E02004919,2
E02000829,E02004919,1
E02000830,E02004917,2
E02000831,E02004918,2
E02000832,E02004912,2
E02000834,E02004910,3
E02000845,E02004916,3
E02000859,E02004910,2
E02000864,E02004919,1
E02000866,E02004918,1
E02000867,E02004910,4
E02000867,E02004914,2
E02000871,E02004910,2
E02000872,E02004914,1
E02000874,E02004916,3
E02000874,E02004919,2
E02000875,E02004918,1
E02000880,E02004910,2
E02000883,E02004910,1
E02000884,E02004910,1
E02000884,E02004915,2
E02000884,E02004919,1
E02000885,E02004914,1
E02000888,E02004917,3
E02000890,E02004915,1
E02000894,E02004915,1
E02000895,E02004916,1
E02000896,E02004910,1
E02000896,E02004919,1
E02000902,E02004916,2
E02000904,E02004912,3
E02000905,E02004919,2
E02000906,E02004918,6
E02000907,E02004914,2
E02000907,E02004918,2
E02000908,E02004911,2
E02000908,E02004916,4
E02000909,E02004918,3
E02000910,E02004910,1
E02000911,E02004918,3
E02000912,E02004918,1
E02000915,E02004919,3
E02000916,E02004916,1
E02000916,E02004918,2
E02000917,E02004918,2
E02000918,E02004912,3
E02000920,E02004918,3
E02000921,E02004912,2
E02000921,E02004916,2
E02000921,E02004918,1
E02000926,E02004918,1
E02000928,E02004916,2
E02000928,E02004918,4
E02000930,E02004914,1
E02000931,E02004917,3
E02000932,E02004914,1
E02000932,E02004916,1
E02000934,E02004910,1
E02000934,E02004912,1
E02000936,E02004910,2
E02000940,E02004918,2
E02000941,E02004918,2
E02000943,E02004919,1
E02000945,E02004914,1
E02000947,E02004914,2
E02000948,E02004911,3
E02000948,E02004912,2
E02000948,E02004918,1
E02000949,E02004914,2
E02000949,E02004919,3
E02000951,E02004918,4
E02000952,E02004918,2
E02000956,E02004916,3
E02000956,E02004918,5
E02000957,E02004918,3
E02000957,E02004919,1
E02000961,E02004916,1
E02000965,E02004918,4
E02000974,E02004914,1
E02000975,E02004917,1
E02000978,E02004914,1
E02000979,E02004912,1
E02000980,E02004919,2
E02000983,E02004910,1
E02000991,E02004912,1
E02001049,E02004912,1
E02001063,E02004912,2
E02001063,E02004917,1
E02001066,E02004911,1
E02001078,E02004918,1
E02001082,E02004918,1
E02001084,E02004910,1
E02001109,E02004911,1
E02001155,E02004916,4
E02001173,E02004915,1
E02001195,E02004919,2
E02001215,E02004912,1
E02001238,E02004918,1
E02001258,E02004918,1
E02001312,E02004915,1
E02001333,E02004910,1
E02001383,E02004916,1
E02001384,E02004912,1
E02001384,E02004919,1
E02001385,E02004919,1
E02001409,E02004914,4
E02001432,E02004914,1
E02001527,E02004911,4
E02001529,E02004912,1
E02001598,E02004914,1
E02001636,E02004910,1
E02001636,E02004914,1
E02001640,E02004918,1
E02001640,E02004919,2
E02001646,E02004912,1
E02001650,E02004915,3
E02001652,E02004910,1
E02001656,E02004917,1
E02001656,E02004918,1
E02001663,E02004918,1
E02001712,E02004918,1
E02001720,E02004910,1
E02001724,E02004912,1
E02001724,E02004917,1
E02001830,E02004912,1
E02001831,E02004910,3
E02001850,E02004917,1
E02001860,E02004912,1
E02001861,E02004915,1
E02001918,E02004916,1
E02001925,E02004910,2
E02001967,E02004910,2
E02001981,E02004918,1
E02001987,E02004916,1
E02001988,E02004914,1
E02001989,E02004910,2
E02001995,E02004918,1
E02001999,E02004916,1
E02002003,E02004912,1
E02002027,E02004918,1
E02002072,E02004917,1
E02002096,E02004919,1
E02002099,E02004912,1
E02002106,E02004912,2
E02002147,E02004917,1
E02002151,E02004912,1
E02002309,E02004918,3
E02002322,E02004916,1
E02002367,E02004914,1
E02002367,E02004918,1
E02002385,E02004917,1
E02002399,E02004917,2
E02002400,E02004916,1
E02002459,E02004919,1
E02002465,E02004910,1
E02002467,E02004910,6
E02002467,E02004916,5
E02002506,E02004918,3
E02002514,E02004910,2
E02002538,E02004919,1
E02002581,E02004919,1
E02002583,E02004914,1
E02002642,E02004917,1
E02002707,E02004910,1
E02002708,E02004919,1
E02002725,E02004914,1
E02002753,E02004916,1
E02002786,E02004910,1
E02002786,E02004914,1
E02002794,E02004919,1
E02002796,E02004914,1
E02002812,E02004912,1
E02002848,E02004912,1
E02002848,E02004917,1
E02002849,E02004919,1
E02002856,E02004915,1
E02002873,E02004915,1
E02002882,E02004918,1
E02002884,E02004916,1
E02002887,E02004915,1
E02002887,E02004916,1
E02002889,E02004914,1
E02002889,E02004916,1
E02002890,E02004911,2
E02002890,E02004914,1
E02002895,E02004910,1
E02002895,E02004912,1
E02002895,E02004915,1
E02002898,E02004912,1
E02002898,E02004914,1
E02002898,E02004915,2
E02002898,E02004918,2
E02002928,E02004914,2
E02002950,E02004914,1
E02002988,E02004914,1
E02002992,E02004912,1
E02002997,E02004912,1
E02002997,E02004917,1
E02003001,E02004914,1
E02003006,E02004910,1
E02003029,E02004912,2
E02003031,E02004916,1
E02003039,E02004910,2
E02003039,E02004919,2
E02003041,E02004910,2
E02003086,E02004917,1
E02003125,E02004911,1
E02003138,E02004919,1
E02003148,E02004919,1
E02003164,E02004919,1
E02003170,E02004918,1
E02003171,E02004911,2
E02003180,E02004910,1
E02003180,E02004919,3
E02003188,E02004912,1
E02003188,E02004914,1
E02003188,E02004919,1
E02003189,E02004911,1
E02003192,E02004918,2
E02003199,E02004912,2
E02003208,E02004918,1
E02003211,E02004919,1
E02003241,E02004915,1
E02003243,E02004914,1
E02003244,E02004912,1
E02003255,E02004919,1
E02003258,E02004912,1
E02003258,E02004914,2
E02003258,E02004916,4
E02003258,E02004918,1
E02003258,E02004919,1
E02003259,E02004911,1
E02003260,E02004914,1
E02003261,E02004910,2
E02003261,E02004912,1
E02003261,E02004917,1
E02003262,E02004915,1
E02003263,E02004910,1
E02003263,E02004918,1
E02003264,E02004919,4
E02003265,E02004911,5
E02003265,E02004917,2
E02003265,E02004919,2
E02003267,E02004917,1
E02003267,E02004918,1
E02003269,E02004914,2
E02003269,E02004915,1
E02003269,E02004918,3
E02003269,E02004919,1
E02003271,E02004918,4
E02003272,E02004914,1
E02003272,E02004918,1
E02003273,E02004916,3
E02003273,E02004917,1
E02003273,E02004918,1
E02003273,E02004919,3
E02003274,E02004914,4
E02003276,E02004915,2
E02003276,E02004919,2
E02003277,E02004912,3
E02003277,E02004914,1
E02003277,E02004915,1
E02003277,E02004916,1
E02003278,E02004911,1
E02003278,E02004915,1
E02003278,E02004918,3
E02003287,E02004919,1
E02003289,E02004910,2
E02003293,E02004914,2
E02003308,E02004918,1
E02003313,E02004911,1
E02003354,E02004915,1
E02003356,E02004918,1
E02003367,E02004911,1
E02003370,E02004916,1
E02003372,E02004918,2
E02003412,E02004910,1
E02003417,E02004912,1
E02003419,E02004917,1
E02003424,E02004915,1
E02003425,E02004912,1
E02003440,E02004916,2
E02003445,E02004910,1
E02003453,E02004918,1
E02003468,E02004918,1
E02003474,E02004916,2
E02003484,E02004912,1
E02003486,E02004917,1
E02003498,E02004912,2
E02003498,E02004919,1
E02003505,E02004917,1
E02003505,E02004918,1
E02003508,E02004912,1
E02003509,E02004915,2
E02003509,E02004919,1
E02003513,E02004918,1
E02003517,E02004915,1
E02003519,E02004918,1
E02003521,E02004915,1
E02003532,E02004910,3
E02003532,E02004918,1
E02003541,E02004910,1
E02003541,E02004912,2
E02003542,E02004911,2
E02003545,E02004918,2
E02003548,E02004917,1
E02003553,E02004910,1
E02003557,E02004910,1
E02003561,E02004910,1
E02003565,E02004911,1
E02003565,E02004919,1
E02003568,E02004911,1
E02003581,E02004910,1
E02003586,E02004915,1
E02003586,E02004916,2
E02003588,E02004919,1
E02003599,E02004912,4
E02003599,E02004916,1
E02003599,E02004917,1
E02003599,E02004918,1
E02003600,E02004914,3
E02003600,E02004915,1
E02003600,E02004917,1
E02003601,E02004910,6
E02003601,E02004911,1
E02003601,E02004912,3
E02003601,E02004918,1
E02003602,E02004911,2
E02003602,E02004912,1
E02003602,E02004914,3
E02003602,E02004918,1
E02003603,E02004910,4
E02003603,E02004911,10
E02003603,E02004912,9
E02003603,E02004914,3
E02003603,E02004915,3
E02003603,E02004916,5
E02003603,E02004917,2
E02003603,E02004918,5
E02003603,E02004919,3
E02003604,E02004910,8
E02003604,E02004911,2
E02003604,E02004912,7
E02003604,E02004914,2
E02003604,E02004915,4
E02003604,E02004916,3
E02003604,E02004917,2
E02003604,E02004918,2
E02003607,E02004918,1
E02003608,E02004911,17
E02003608,E02004912,11
E02003608,E02004914,7
E02003608,E02004915,3
E02003608,E02004916,8
E02003608,E02004917,2
E02003608,E02004918,6
E02003608,E02004919,2
E02003609,E02004910,1
E02003609,E02004912,2
E02003609,E02004914,3
E02003609,E02004915,2
E02003609,E02004917,5
E02003609,E02004918,4
E02003609,E02004919,4
E02003610,E02004912,1
E02003610,E02004914,1
E02003611,E02004911,3
E02003611,E02004912,6
E02003611,E02004914,6
E02003611,E02004915,4
E02003611,E02004916,7
E02003611,E02004917,1
E02003611,E02004918,4
E02003611,E02004919,3
E02003612,E02004910,4
E02003612,E02004911,10
E02003612,E02004912,28
E02003612,E02004914,17
E02003612,E02004915,21
E02003612,E02004916,12
E02003612,E02004917,4
E02003612,E02004918,10
E02003612,E02004919,11
E02003613,E02004919,5
E02003614,E02004910,2
E02003614,E02004912,1
E02003614,E02004914,1
E02003615,E02004918,1
E02003616,E02004919,1
E02003618,E02004911,2
E02003619,E02004912,1
E02003619,E02004918,1
E02003621,E02004911,1
E02003621,E02004918,1
E02003622,E02004914,1
E02003622,E02004918,1
E02003624,E02004912,3
E02003624,E02004914,1
E02003624,E02004919,1
E02003625,E02004910,1
E02003625,E02004912,1
E02003626,E02004914,1
E02003626,E02004916,1
E02003627,E02004910,1
E02003627,E02004912,1
E02003627,E02004916,1
E02003627,E02004917,1
E02003628,E02004915,3
E02003629,E02004912,1
E02003629,E02004919,1
E02003632,E02004917,2
E02003633,E02004914,1
E02003636,E02004912,2
E02003637,E02004918,4
E02003638,E02004914,1
E02003644,E02004914,1
E02003645,E02004915,1
E02003649,E02004914,2
E02003651,E02004914,1
E02003651,E02004919,1
E02003652,E02004910,1
E02003672,E02004911,1
E02003672,E02004917,1
E02003673,E02004910,2
E02003680,E02004912,1
E02003702,E02004912,1
E02003711,E02004911,1
E02003719,E02004910,2
E02003719,E02004911,1
E02003719,E02004919,1
E02003720,E02004910,2
E02003720,E02004915,1
E02003720,E02004918,1
E02003721,E02004917,1
E02003721,E02004918,1
E02003722,E02004910,2
E02003722,E02004914,1
E02003722,E02004919,2
E02003723,E02004912,1
E02003723,E02004914,1
E02003723,E02004916,1
E02003723,E02004919,1
E02003725,E02004910,3
E02003727,E02004910,1
E02003727,E02004915,1
E02003728,E02004910,3
E02003728,E02004915,2
E02003728,E02004917,1
E02003729,E02004910,3
E02003729,E02004918,4
E02003731,E02004910,8
E02003734,E02004910,1
E02003736,E02004910,1
E02003737,E02004910,2
E02003739,E02004910,2
E02003739,E02004917,1
E02003739,E02004919,2
E02003744,E02004912,2
E02003746,E02004915,1
E02003747,E02004916,2
E02003750,E02004910,1
E02003758,E02004910,3
E02003760,E02004919,2
E02003763,E02004918,1
E02003764,E02004911,2
E02003764,E02004912,1
E02003765,E02004910,1
E02003766,E02004910,1
E02003767,E02004911,2
E02003769,E02004912,1
E02003769,E02004914,3
E02003770,E02004910,1
E02003770,E02004919,2
E02003772,E02004919,3
E02003774,E02004910,3
E02003775,E02004910,3
E02003776,E02004910,1
E02003777,E02004912,1
E02003780,E02004910,1
E02003781,E02004910,2
E02003784,E02004910,2
E02003784,E02004918,1
E02003785,E02004910,4
E02003785,E02004912,1
E02003787,E02004910,8
E02003787,E02004911,2
E02003787,E02004919,4
E02003788,E02004910,2
E02003788,E02004917,3
E02003788,E02004918,5
E02003789,E02004910,2
E02003789,E02004914,1
E02003789,E02004916,1
E02003789,E02004918,3
E02003791,E02004910,7
E02003791,E02004912,1
E02003791,E02004916,1
E02003792,E02004910,34
E02003792,E02004912,1
E02003792,E02004916,1
E02003792,E02004918,2
E02003792,E02004919,5
E02003793,E02004910,23
E02003793,E02004912,5
E02003793,E02004914,3
E02003793,E02004916,4
E02003793,E02004917,3
E02003793,E02004918,1
E02003793,E02004919,2
E02003803,E02004917,1
E02003836,E02004916,1
E02003858,E02004917,1
E02003865,E02004918,1
E02003908,E02004919,1
E02003915,E02004912,1
E02003930,E02004910,1
E02003950,E02004917,2
E02003971,E02004912,3
E02003990,E02004912,1
E02004068,E02004915,4
E02004085,E02004915,1
E02004102,E02004910,1
E02004125,E02004912,1
E02004140,E02004919,1
E02004149,E02004910,1
E02004152,E02004914,1
E02004152,E02004919,1
E02004154,E02004912,3
E02004164,E02004916,1
E02004175,E02004915,1
E02004191,E02004918,1
E02004217,E02004911,5
E02004232,E02004911,1
E02004232,E02004917,2
E02004235,E02004918,1
E02004237,E02004916,2
E02004238,E02004912,1
E02004279,E02004918,2
E02004288,E02004916,1
E02004297,E02004912,1
E02004307,E02004918,1
E02004315,E02004916,1
E02004315,E02004918,1
E02004358,E02004910,1
E02004361,E02004917,1
E02004365,E02004917,1
E02004367,E02004910,1
E02004405,E02004910,1
E02004411,E02004910,1
E02004432,E02004910,1
E02004440,E02004910,1
E02004443,E02004911,1
E02004444,E02004910,2
E02004446,E02004910,1
E02004446,E02004918,6
E02004450,E02004919,1
E02004451,E02004914,1
E02004457,E02004911,1
E02004463,E02004914,1
E02004467,E02004919,2
E02004471,E02004918,1
E02004487,E02004914,1
E02004491,E02004911,1
E02004498,E02004915,2
E02004498,E02004918,1
E02004503,E02004910,1
E02004504,E02004910,2
E02004507,E02004914,2
E02004513,E02004911,1
E02004513,E02004912,1
E02004513,E02004917,1
E02004514,E02004917,2
E02004518,E02004917,1
E02004521,E02004910,1
E02004522,E02004915,1
E02004523,E02004910,1
E02004527,E02004914,2
E02004528,E02004910,8
E02004528,E02004912,1
E02004531,E02004917,2
E02004533,E02004915,3
E02004533,E02004917,1
E02004534,E02004910,3
E02004541,E02004919,2
E02004545,E02004918,1
E02004546,E02004910,1
E02004546,E02004912,1
E02004549,E02004916,1
E02004550,E02004912,1
E02004550,E02004918,1
E02004551,E02004910,1
E02004551,E02004912,6
E02004551,E02004918,1
E02004553,E02004915,2
E02004553,E02004917,2
E02004568,E02004918,1
E02004571,E02004919,1
E02004579,E02004916,1
E02004584,E02004911,1
E02004591,E02004910,1
E02004592,E02004910,4
E02004592,E02004911,1
E02004593,E02004910,7
E02004595,E02004910,1
E02004665,E02004919,1
E02004685,E02004910,1
E02004707,E02004918,1
E02004708,E02004918,2
E02004714,E02004914,2
E02004735,E02004918,2
E02004758,E02004914,1
E02004818,E02004915,1
E02004820,E02004916,1
E02004835,E02004910,1
E02004835,E02004917,2
E02004836,E02004910,1
E02004836,E02004917,1
E02004837,E02004917,2
E02004843,E02004910,3
E02004843,E02004914,1
E02004844,E02004910,4
E02004844,E02004916,2
E02004845,E02004910,8
E02004845,E02004914,4
E02004846,E02004910,2
E02004846,E02004916,2
E02004846,E02004918,2
E02004848,E02004910,1
E02004848,E02004911,1
E02004850,E02004910,4
E02004851,E02004912,2
E02004851,E02004914,1
E02004852,E02004910,4
E02004852,E02004911,4
