areacd,origin,destination,nomove,within,fromout,toout,to1cd,to1,to2cd,to2,to3cd,to3,from1cd,from1,from2cd,from2,from3cd,from3
E07000221,12192,14887,0,6426,691,0,E07000222,719,E07000238,344,E07000236,269,E07000222,1233,E08000025,545,E08000029,511
E07000222,17917,22375,0,9817,2133,0,E07000221,1233,E08000026,1208,E07000220,345,E08000026,2396,E07000221,719,E08000029,478
E07000223,4975,5215,0,1984,233,0,E07000229,719,E06000043,617,E07000224,243,E06000043,1301,E07000229,440,E07000227,138
E07000224,13750,16272,0,8318,801,0,E07000225,918,E07000229,678,E06000043,311,E07000229,1284,E07000225,889,E07000227,367
E07000225,12427,15485,0,6147,863,0,E07000224,889,E07000085,377,E07000090,367,E07000224,918,E07000216,434,E07000090,421
E07000226,11704,12306,0,6682,1075,0,E07000227,742,E07000228,646,E07000211,343,E07000211,676,E07000227,424,E09000008,420
E07000227,12837,15228,0,6464,1021,0,E07000228,437,E07000226,424,E07000224,367,E07000226,742,E07000228,527,E06000043,491
E07000228,13602,15555,0,6731,1110,0,E06000043,590,E07000227,527,E07000065,513,E06000043,1003,E07000226,646,E07000215,449
E07000229,10347,11264,0,5556,610,0,E07000224,1284,E06000043,441,E07000223,440,E06000043,1034,E07000223,719,E07000224,678
E07000234,7809,8215,0,3047,335,0,E08000025,748,E07000238,438,E07000236,365,E08000025,1718,E08000027,442,E07000236,341
E07000235,6403,7542,0,2837,403,0,E07000237,577,E06000019,379,E07000238,286,E07000237,845,E07000238,385,E06000019,323
E07000236,6922,7045,0,4189,384,0,E07000221,406,E07000234,341,E07000238,261,E08000025,546,E07000234,365,E07000221,269
E07000237,11311,12521,0,6286,945,0,E07000238,1026,E07000235,845,E08000025,230,E07000238,752,E07000235,577,E08000025,321
E07000238,10030,11535,0,4892,548,0,E07000237,752,E07000221,398,E07000235,385,E07000237,1026,E07000234,438,E08000025,426
E07000239,7450,8119,0,4745,192,0,E06000051,270,E07000238,229,E08000027,227,E08000027,533,E08000025,283,E07000238,268
E07000240,15662,15494,0,6859,1434,0,E06000056,644,E07000096,561,E07000241,477,E07000098,499,E07000241,444,E07000096,396
E07000241,14308,16986,0,6892,2321,0,E07000099,454,E07000240,444,E07000242,405,E09000003,614,E07000240,477,E09000010,436
E07000242,14075,15489,0,6606,967,0,E07000077,825,E07000099,357,E07000095,304,E07000095,1029,E07000077,569,E09000010,538
E07000243,7933,7878,0,3588,777,0,E07000099,778,E06000056,515,E07000242,209,E07000099,564,E07000241,387,E07000242,226
E07000244,19571,22096,0,12068,826,0,E07000202,1136,E07000149,552,E07000203,526,E07000202,1488,E07000145,471,E07000149,458
E07000245,16515,21319,0,9523,4110,0,E07000203,799,E07000009,564,E07000143,531,E07000203,677,E07000009,649,E07000012,545
E07000246,13782,15877,0,8489,1309,0,E07000188,770,E07000189,512,E07000042,350,E07000188,707,E07000189,482,E07000042,295
E08000001,22462,22690,0,13908,2267,0,E08000010,1136,E08000006,801,E07000118,593,E08000006,786,E08000010,732,E08000002,728
E08000002,14361,14198,0,7652,997,0,E08000003,743,E08000001,728,E08000006,676,E08000003,1223,E08000006,652,E08000001,534
E08000003,81735,97993,0,46105,12659,0,E08000006,4960,E08000007,3588,E08000009,3218,E08000006,3757,E08000009,2300,E08000007,1704
E08000004,16218,16359,0,9586,1496,0,E08000005,998,E08000003,931,E08000008,662,E08000003,1265,E08000005,752,E08000008,687
E08000005,15977,16849,0,9756,1455,0,E08000004,752,E08000003,636,E08000002,509,E08000003,1162,E08000004,998,E08000002,519
E08000006,31648,38713,0,15979,3890,0,E08000003,3757,E08000010,1390,E08000009,1072,E08000003,4960,E08000009,1350,E08000001,801
E08000007,23156,24312,0,12625,1452,0,E06000049,1791,E08000003,1704,E08000008,974,E08000003,3588,E08000008,885,E06000049,784
E08000008,16440,16425,0,9531,999,0,E08000003,940,E08000007,885,E08000004,687,E08000003,1509,E08000007,974,E08000004,662
E08000009,20168,20289,0,9025,2129,0,E08000003,2300,E08000006,1350,E06000049,979,E08000003,3218,E08000006,1072,E08000007,388
E08000010,23015,25507,0,15277,1307,0,E08000001,732,E07000127,700,E08000013,652,E08000006,1390,E08000001,1136,E08000013,651
E08000011,9592,10758,0,4726,608,0,E08000012,1808,E08000013,631,E08000014,539,E08000012,2871,E08000014,468,E08000013,372
E08000012,57511,73157,0,38668,7214,0,E08000011,2871,E08000014,2424,E08000015,1342,E08000014,2056,E08000011,1808,E08000015,1296
E08000013,12298,13794,0,7816,622,0,E08000010,651,E06000007,462,E08000012,447,E06000007,698,E08000010,652,E08000011,631
E08000014,19736,21498,0,12580,1394,0,E08000012,2056,E07000127,1123,E08000011,468,E08000012,2424,E07000127,784,E08000011,539
E08000015,23840,24658,0,17306,1179,0,E08000012,1296,E06000050,1178,E08000003,218,E08000012,1342,E06000050,952,E08000014,176
E08000016,17559,18868,0,12156,806,0,E08000018,709,E08000036,662,E08000019,650,E08000019,1063,E08000018,837,E08000036,807
E08000017,24111,26221,0,16945,1456,0,E08000018,749,E08000019,561,E07000171,508,E08000018,991,E08000019,554,E08000016,457
E08000018,19346,19542,0,12195,800,0,E08000019,1652,E08000017,991,E08000016,837,E08000019,2241,E08000017,749,E08000016,709
E08000019,62170,73072,0,43302,6709,0,E08000018,2241,E07000038,1126,E08000016,1063,E08000018,1652,E08000035,678,E07000038,664
E08000021,45090,56880,0,30133,4737,0,E08000022,2265,E08000037,1838,E06000057,1782,E08000037,1840,E08000022,1827,E06000057,1723
E08000022,15813,16800,0,9774,802,0,E08000021,1827,E06000057,1637,E08000037,304,E08000021,2265,E06000057,894,E08000037,382
E08000023,10128,10627,0,7023,536,0,E08000024,662,E08000021,400,E06000047,352,E08000024,603,E08000037,407,E08000021,387
E08000024,20611,22356,0,14983,1806,0,E06000047,1552,E08000021,618,E08000023,603,E06000047,1307,E08000023,662,E08000037,501
E08000025,114070,122677,0,71453,13642,0,E08000029,4078,E08000028,3853,E08000030,2296,E08000028,2746,E08000029,2435,E08000030,1346
E08000026,42122,49361,0,26023,7123,0,E07000222,2396,E07000219,1588,E07000220,1013,E07000222,1208,E08000025,1032,E07000219,737
E08000027,21898,22472,0,12970,1057,0,E08000028,1401,E08000025,982,E08000031,842,E08000028,2459,E08000025,1550,E08000031,799
E08000028,24829,24957,0,12315,2622,0,E08000025,2746,E08000027,2459,E08000030,1645,E08000025,3853,E08000027,1401,E08000030,982
E08000029,17499,17871,0,8426,1156,0,E08000025,2435,E07000221,511,E07000222,478,E08000025,4078,E08000026,423,E07000222,199
E08000030,20244,20237,0,10581,1400,0,E08000025,1346,E08000031,1204,E08000028,982,E08000025,2296,E08000028,1645,E08000031,980
E08000031,21021,23562,0,12317,2797,0,E07000196,1142,E08000030,980,E08000027,799,E08000030,1204,E08000025,874,E08000028,851
E08000032,42706,44581,0,29456,3809,0,E08000035,2861,E08000033,1025,E08000034,996,E08000035,3051,E08000033,890,E08000034,820
E08000033,16803,17045,0,10769,778,0,E08000034,1259,E08000032,890,E08000035,490,E08000034,1109,E08000032,1025,E08000035,432
E08000034,34167,36812,0,22769,2787,0,E08000035,1694,E08000033,1109,E08000036,1069,E08000035,2026,E08000033,1259,E08000032,996
E08000035,99126,113878,0,69092,9592,0,E08000032,3051,E08000036,2910,E08000034,2026,E08000032,2861,E08000034,1694,E08000036,1659
E08000036,25648,27422,0,16867,1356,0,E08000035,1659,E08000034,918,E08000016,807,E08000035,2910,E08000034,1069,E08000016,662
E08000037,15916,17009,0,9241,906,0,E08000021,1840,E06000047,1254,E06000057,647,E08000021,1838,E06000047,987,E08000024,501
E09000001,1578,2308,0,176,548,0,E09000033,138,E09000030,134,E09000019,131,E09000030,197,E09000033,173,E09000019,132
E09000002,20930,18465,0,6315,2182,0,E09000016,2121,E09000026,1655,E09000025,1117,E09000025,2122,E09000026,2032,E09000016,901
E09000003,45399,43745,0,17538,5916,0,E09000005,2058,E09000010,1642,E09000015,1460,E09000005,2346,E09000014,1885,E09000010,1776
E09000004,21096,19726,0,8078,1381,0,E09000011,1746,E07000107,1545,E06000035,710,E09000011,2848,E07000107,866,E09000023,836
E09000005,48093,43582,0,18342,5676,0,E09000015,3300,E09000003,2346,E09000009,2082,E09000015,2105,E09000003,2058,E09000009,1462
E09000006,31573,29522,0,12367,2258,0,E09000008,1351,E09000023,1279,E07000111,1151,E09000023,2626,E09000008,1667,E09000011,1120
E09000007,37598,41968,0,11221,8196,0,E09000019,2627,E09000033,2176,E09000003,1661,E09000019,2340,E09000033,2251,E09000005,1360
E09000008,41151,37561,0,16584,3493,0,E09000006,1667,E09000029,1427,E09000022,1405,E09000022,2499,E09000006,1351,E09000029,1268
E09000009,46479,44025,0,17884,6103,0,E09000017,2798,E09000018,2589,E09000013,1725,E09000018,2341,E09000005,2082,E09000013,1942
E09000010,33176,28731,0,13096,3009,0,E09000014,2117,E09000003,1776,E07000095,1509,E09000014,3140,E09000003,1642,E09000031,601
E09000011,34420,34289,0,11634,3986,0,E09000004,2848,E09000023,1825,E09000006,1120,E09000023,2586,E09000004,1746,E09000030,1397
E09000012,41331,39697,0,13252,4063,0,E09000019,3034,E09000030,2907,E09000014,2332,E09000019,3477,E09000030,3209,E09000014,1930
E09000013,36786,36558,0,10829,4981,0,E09000032,2631,E09000009,1942,E09000020,1434,E09000020,2097,E09000032,1789,E09000009,1725
E09000014,40572,35700,0,12683,3920,0,E09000010,3140,E09000019,2169,E09000012,1930,E09000019,2471,E09000012,2332,E09000010,2117
E09000015,28275,26717,0,10367,3666,0,E09000005,2105,E09000017,1788,E09000003,1164,E09000005,3300,E09000003,1460,E09000009,1088
E09000016,22569,22153,0,9334,1469,0,E07000068,966,E09000002,901,E07000066,827,E09000002,2121,E09000026,2109,E09000025,1306
E09000017,32942,33172,0,13601,4324,0,E06000060,2374,E09000009,1328,E09000015,1013,E09000009,2798,E09000015,1788,E09000018,1205
E09000018,34943,33139,0,14388,5231,0,E09000009,2341,E07000213,1476,E09000027,1412,E09000009,2589,E09000027,1248,E09000013,925
E09000019,40151,42233,0,11272,5860,0,E09000012,3477,E09000014,2471,E09000007,2340,E09000012,3034,E09000007,2627,E09000014,2169
E09000020,21626,26084,0,6883,5649,0,E09000013,2097,E09000033,2081,E09000032,942,E09000033,2758,E09000013,1434,E09000007,844
E09000021,20504,21180,0,7959,2831,0,E07000207,1107,E09000024,656,E09000027,611,E09000024,1048,E09000032,982,E09000027,884
E09000022,58920,56900,0,16487,5753,0,E09000032,5780,E09000028,4289,E09000008,2499,E09000032,5160,E09000028,3993,E09000008,1405
E09000023,40089,35615,0,12402,3428,0,E09000006,2626,E09000011,2586,E09000028,2494,E09000028,3720,E09000011,1825,E09000022,1639
E09000024,27282,25029,0,8017,2960,0,E09000032,2179,E09000029,1787,E09000008,1185,E09000032,3186,E09000022,1390,E09000008,965
E09000025,49347,45619,0,18423,7621,0,E09000030,3056,E09000026,3028,E09000002,2122,E09000030,2665,E09000031,1794,E09000026,1346
E09000026,32454,29611,0,11327,3948,0,E09000016,2109,E09000002,2032,E07000072,1368,E09000025,3028,E09000031,2067,E09000002,1655
E09000027,24524,23883,0,8915,3279,0,E09000018,1248,E09000021,884,E09000032,786,E09000018,1412,E09000032,1250,E09000013,615
E09000028,52303,51372,0,15582,6838,0,E09000022,3993,E09000023,3720,E09000030,2039,E09000022,4289,E09000023,2494,E09000030,1914
E09000029,19375,18558,0,7588,1672,0,E09000008,1268,E07000211,1055,E09000024,823,E09000024,1787,E09000008,1427,E09000032,800
E09000030,56119,63747,0,21630,10536,0,E09000012,3209,E09000025,2665,E09000028,1914,E09000025,3056,E09000012,2907,E09000028,2039
E09000031,33374,29683,0,11754,2629,0,E09000026,2067,E09000025,1794,E09000030,916,E09000012,2146,E09000025,1731,E09000026,1280
E09000032,65459,64410,0,22437,6243,0,E09000022,5160,E09000024,3186,E09000013,1789,E09000022,5780,E09000013,2631,E09000024,2179
E09000033,34912,42502,0,10766,9883,0,E09000020,2758,E09000007,2251,E09000013,1566,E09000007,2176,E09000020,2081,E09000005,1308
W06000001,4885,5528,0,3108,145,0,W06000002,495,W06000003,129,E08000012,89,W06000002,489,W06000003,106,E06000049,68
W06000002,11339,13115,0,7437,717,0,W06000001,489,W06000003,315,W06000015,184,W06000001,495,W06000003,268,W06000015,153
W06000003,8565,9219,0,5287,393,0,W06000004,671,W06000002,268,W06000005,211,W06000004,483,W06000002,315,W06000001,129
W06000004,7615,8321,0,4601,311,0,W06000005,488,W06000003,483,E08000012,224,W06000003,671,W06000005,455,W06000006,233
W06000005,11153,11665,0,6996,481,0,E06000050,909,W06000004,455,W06000006,440,E06000050,1042,W06000004,488,W06000006,465
W06000006,10560,10649,0,6857,527,0,W06000005,465,E06000050,456,E06000051,451,W06000005,440,E06000050,405,E06000051,307
W06000008,8534,10559,0,5478,516,0,W06000010,474,W06000015,248,W06000009,198,W06000010,357,W06000009,201,W06000015,188
W06000009,9247,10603,0,6443,508,0,W06000010,361,W06000015,315,W06000011,206,W06000010,337,W06000015,240,W06000008,198
W06000010,13248,14979,0,8949,600,0,W06000011,847,W06000015,530,W06000008,357,W06000011,865,W06000008,474,W06000009,361
W06000011,22942,27689,0,15607,1768,0,W06000012,1055,W06000010,865,W06000015,736,W06000012,2064,W06000010,847,W06000015,684
W06000012,10305,11011,0,5853,470,0,W06000011,2064,W06000013,362,W06000015,300,W06000011,1055,W06000013,390,W06000010,245
W06000013,10616,11261,0,6948,471,0,W06000015,530,W06000012,390,W06000011,350,W06000016,623,W06000015,543,W06000012,362
W06000014,10442,11751,0,6320,651,0,W06000015,1161,W06000013,321,W06000016,279,W06000015,1740,W06000016,328,W06000013,281
W06000015,49344,60004,0,33175,5181,0,W06000014,1740,W06000016,1319,W06000022,936,W06000016,1279,W06000014,1161,W06000022,812
W06000016,17305,17914,0,11621,924,0,W06000015,1279,W06000013,623,W06000018,411,W06000015,1319,W06000018,477,W06000013,336
W06000018,11312,11167,0,7380,235,0,W06000015,768,W06000016,477,W06000019,295,W06000015,740,W06000016,411,W06000022,395
W06000019,4458,4627,0,2968,105,0,W06000018,249,W06000021,156,W06000020,139,W06000018,295,W06000020,168,W06000021,152
W06000020,6301,6396,0,4079,158,0,W06000022,415,W06000021,254,W06000015,231,W06000022,590,W06000021,184,W06000015,177
W06000021,7126,7879,0,3458,397,0,W06000022,344,W06000015,317,E07000080,272,W06000022,336,E06000023,326,W06000020,254
W06000022,11720,12746,0,6878,1061,0,W06000015,812,W06000020,590,W06000018,395,W06000015,936,E06000023,479,W06000020,415
W06000023,9940,11520,0,6053,472,0,E06000051,536,E06000019,257,W06000015,235,E06000051,560,E06000019,251,W06000015,217
W06000024,3633,3860,0,2368,243,0,W06000016,285,W06000018,198,W06000015,168,W06000016,309,W06000018,258,W06000015,125
