from,to,value
E02000008,E02005560,2
E02000008,E02005567,2
E02000014,E02005561,1
E02000023,E02005561,2
E02000031,E02005561,1
E02000033,E02005564,1
E02000071,E02005564,2
E02000072,E02005560,1
E02000074,E02005560,1
E02000078,E02005564,1
E02000104,E02005560,1
E02000105,E02005560,2
E02000122,E02005560,1
E02000174,E02005564,1
E02000182,E02005560,1
E02000187,E02005561,2
E02000209,E02005560,1
E02000210,E02005560,1
E02000238,E02005564,1
E02000239,E02005564,1
E02000243,E02005564,2
E02000278,E02005560,1
E02000278,E02005564,1
E02000283,E02005569,1
E02000296,E02005560,1
E02000304,E02005564,1
E02000369,E02005561,2
E02000422,E02005567,1
E02000438,E02005560,3
E02000445,E02005561,1
E02000447,E02005561,1
E02000475,E02005567,1
E02000514,E02005560,1
E02000518,E02005564,1
E02000531,E02005564,1
E02000546,E02005564,1
E02000546,E02005567,1
E02000565,E02005569,1
E02000576,E02005560,1
E02000576,E02005561,1
E02000577,E02005561,1
E02000624,E02005564,1
E02000704,E02005560,1
E02000708,E02005560,1
E02000723,E02005560,1
E02000725,E02005567,1
E02000728,E02005560,2
E02000732,E02005567,2
E02000758,E02005564,1
E02000767,E02005563,1
E02000810,E02005567,1
E02000813,E02005565,1
E02000877,E02005561,2
E02000878,E02005564,1
E02000941,E02005561,2
E02000996,E02005561,1
E02001007,E02005565,1
E02001016,E02005564,1
E02001087,E02005564,1
E02001101,E02005564,1
E02001126,E02005564,1
E02001127,E02005564,2
E02001144,E02005564,1
E02001145,E02005564,1
E02001154,E02005564,2
E02001155,E02005564,1
E02001156,E02005564,1
E02001185,E02005564,1
E02001225,E02005564,1
E02001229,E02005564,1
E02001234,E02005564,1
E02001239,E02005564,1
E02001240,E02005564,1
E02001246,E02005564,1
E02001248,E02005564,1
E02001258,E02005564,1
E02001267,E02005564,1
E02001274,E02005564,1
E02001288,E02005564,1
E02001305,E02005564,1
E02001314,E02005564,1
E02001324,E02005564,1
E02001340,E02005564,1
E02001348,E02005564,1
E02001402,E02005564,1
E02001412,E02005564,1
E02001420,E02005564,1
E02001423,E02005564,3
E02001428,E02005564,1
E02001437,E02005564,2
E02001441,E02005564,1
E02001495,E02005564,2
E02001496,E02005564,1
E02001519,E02005564,2
E02001521,E02005564,1
E02001523,E02005564,1
E02001525,E02005564,1
E02001540,E02005564,3
E02001544,E02005564,1
E02001556,E02005564,1
E02001560,E02005564,2
E02001561,E02005564,1
E02001569,E02005564,2
E02001570,E02005564,1
E02001571,E02005564,1
E02001572,E02005564,1
E02001576,E02005564,2
E02001582,E02005564,1
E02001595,E02005564,1
E02001600,E02005564,1
E02001600,E02005567,1
E02001637,E02005561,2
E02001646,E02005561,1
E02001647,E02005564,1
E02001697,E02005564,1
E02001715,E02005564,1
E02001725,E02005564,1
E02001735,E02005564,1
E02001743,E02005564,1
E02001751,E02005564,1
E02001760,E02005564,1
E02001768,E02005564,1
E02001770,E02005564,2
E02001771,E02005564,1
E02001789,E02005564,1
E02001790,E02005564,1
E02001796,E02005564,1
E02001799,E02005564,1
E02001803,E02005564,1
E02001817,E02005564,2
E02001819,E02005564,1
E02001844,E02005564,1
E02001867,E02005561,1
E02001923,E02005561,1
E02002021,E02005560,1
E02002049,E02005561,1
E02002052,E02005564,1
E02002066,E02005561,1
E02002093,E02005564,1
E02002095,E02005560,1
E02002104,E02005560,1
E02002118,E02005564,1
E02002120,E02005564,1
E02002192,E02005564,1
E02002247,E02005569,1
E02002259,E02005564,1
E02002260,E02005569,2
E02002269,E02005564,1
E02002314,E02005564,1
E02002321,E02005564,2
E02002433,E02005564,2
E02002445,E02005564,1
E02002452,E02005564,1
E02002464,E02005564,1
E02002468,E02005564,1
E02002479,E02005564,1
E02002484,E02005564,1
E02002492,E02005564,1
E02002499,E02005564,1
E02002502,E02005564,1
E02002514,E02005564,1
E02002516,E02005564,1
E02002518,E02005564,1
E02002520,E02005564,1
E02002526,E02005564,1
E02002535,E02005564,1
E02002536,E02005564,1
E02002541,E02005564,2
E02002542,E02005561,1
E02002549,E02005564,2
E02002553,E02005564,1
E02002559,E02005564,1
E02002563,E02005564,1
E02002569,E02005564,1
E02002569,E02005569,2
E02002572,E02005564,3
E02002575,E02005569,1
E02002579,E02005569,1
E02002587,E02005564,1
E02002588,E02005564,2
E02002593,E02005564,1
E02002622,E02005564,1
E02002629,E02005564,1
E02002648,E02005564,1
E02002656,E02005564,1
E02002658,E02005562,1
E02002662,E02005564,1
E02002665,E02005564,1
E02002667,E02005564,1
E02002682,E02005564,1
E02002688,E02005564,1
E02002691,E02005564,2
E02002696,E02005564,1
E02002697,E02005564,2
E02002698,E02005564,2
E02002722,E02005564,1
E02002726,E02005564,1
E02002728,E02005564,1
E02002730,E02005561,1
E02002734,E02005564,1
E02002738,E02005564,1
E02002741,E02005562,3
E02002743,E02005564,1
E02002754,E02005564,1
E02002755,E02005564,1
E02002757,E02005564,2
E02002768,E02005564,1
E02002776,E02005564,1
E02002790,E02005564,1
E02002794,E02005564,1
E02002822,E02005561,1
E02002839,E02005560,1
E02002866,E02005564,1
E02002877,E02005569,1
E02002889,E02005560,1
E02002889,E02005568,1
E02002891,E02005564,2
E02002895,E02005561,4
E02002902,E02005564,1
E02002905,E02005564,1
E02002911,E02005564,4
E02002923,E02005564,2
E02002925,E02005564,1
E02002930,E02005564,1
E02002931,E02005564,2
E02002933,E02005564,1
E02002937,E02005564,3
E02002942,E02005564,1
E02002953,E02005564,2
E02002958,E02005560,1
E02002968,E02005563,1
E02002982,E02005564,1
E02003003,E02005564,1
E02003005,E02005564,1
E02003008,E02005564,1
E02003032,E02005561,1
E02003045,E02005567,1
E02003088,E02005564,1
E02003092,E02005564,2
E02003095,E02005564,2
E02003099,E02005564,1
E02003126,E02005564,1
E02003128,E02005564,1
E02003143,E02005564,1
E02003148,E02005561,1
E02003158,E02005564,1
E02003163,E02005564,1
E02003189,E02005564,1
E02003210,E02005564,1
E02003214,E02005564,1
E02003216,E02005564,2
E02003221,E02005562,1
E02003222,E02005564,1
E02003226,E02005562,1
E02003231,E02005564,2
E02003238,E02005561,1
E02003239,E02005560,1
E02003239,E02005561,1
E02003239,E02005563,1
E02003239,E02005566,1
E02003240,E02005560,1
E02003240,E02005561,1
E02003240,E02005563,1
E02003240,E02005564,5
E02003241,E02005560,1
E02003241,E02005561,7
E02003241,E02005563,2
E02003241,E02005567,2
E02003241,E02005569,1
E02003242,E02005560,1
E02003242,E02005561,2
E02003242,E02005563,2
E02003243,E02005560,2
E02003243,E02005563,1
E02003243,E02005564,2
E02003243,E02005566,1
E02003244,E02005561,3
E02003244,E02005563,1
E02003245,E02005561,2
E02003245,E02005563,2
E02003245,E02005566,1
E02003246,E02005561,1
E02003246,E02005563,3
E02003246,E02005566,2
E02003247,E02005561,1
E02003247,E02005563,4
E02003247,E02005567,2
E02003248,E02005561,2
E02003248,E02005563,2
E02003248,E02005566,1
E02003249,E02005561,4
E02003249,E02005568,3
E02003249,E02005569,2
E02003250,E02005560,1
E02003250,E02005561,9
E02003250,E02005563,6
E02003250,E02005566,1
E02003250,E02005567,2
E02003251,E02005560,1
E02003251,E02005561,3
E02003251,E02005567,1
E02003252,E02005561,8
E02003252,E02005563,3
E02003252,E02005564,1
E02003252,E02005568,1
E02003252,E02005569,1
E02003253,E02005560,1
E02003253,E02005561,2
E02003253,E02005566,2
E02003253,E02005569,2
E02003254,E02005560,3
E02003254,E02005561,2
E02003254,E02005564,1
E02003254,E02005566,1
E02003255,E02005561,2
E02003255,E02005563,2
E02003255,E02005564,1
E02003255,E02005566,2
E02003257,E02005560,2
E02003257,E02005561,1
E02003257,E02005565,1
E02003257,E02005566,1
E02003274,E02005561,2
E02003318,E02005564,1
E02003320,E02005564,1
E02003324,E02005564,1
E02003326,E02005560,1
E02003330,E02005569,1
E02003335,E02005560,1
E02003338,E02005560,1
E02003352,E02005564,1
E02003355,E02005564,1
E02003364,E02005564,1
E02003381,E02005564,2
E02003389,E02005564,1
E02003396,E02005564,1
E02003400,E02005561,1
E02003449,E02005564,1
E02003451,E02005561,2
E02003468,E02005564,1
E02003474,E02005564,2
E02003482,E02005564,1
E02003499,E02005561,1
E02003526,E02005569,1
E02003543,E02005567,1
E02003576,E02005561,1
E02003587,E02005564,1
E02003591,E02005561,1
E02003604,E02005561,2
E02003608,E02005564,1
E02003608,E02005567,2
E02003611,E02005560,1
E02003618,E02005560,1
E02003619,E02005560,1
E02003619,E02005567,1
E02003622,E02005564,1
E02003627,E02005569,1
E02003628,E02005569,1
E02003695,E02005564,1
E02003697,E02005564,1
E02003703,E02005564,1
E02003713,E02005564,1
E02003719,E02005567,1
E02003720,E02005567,1
E02003721,E02005560,1
E02003721,E02005566,1
E02003722,E02005560,1
E02003722,E02005561,2
E02003722,E02005567,3
E02003723,E02005567,1
E02003723,E02005569,2
E02003725,E02005564,1
E02003725,E02005567,1
E02003726,E02005563,1
E02003726,E02005567,2
E02003727,E02005560,2
E02003727,E02005568,1
E02003728,E02005560,1
E02003728,E02005561,1
E02003728,E02005563,1
E02003728,E02005566,1
E02003728,E02005567,3
E02003729,E02005567,2
E02003729,E02005569,1
E02003731,E02005561,1
E02003731,E02005566,10
E02003732,E02005560,7
E02003732,E02005561,11
E02003732,E02005563,3
E02003732,E02005564,9
E02003732,E02005565,2
E02003732,E02005566,9
E02003732,E02005567,8
E02003732,E02005568,6
E02003732,E02005569,19
E02003733,E02005560,1
E02003733,E02005561,4
E02003733,E02005564,3
E02003733,E02005565,2
E02003733,E02005566,3
E02003733,E02005567,7
E02003733,E02005569,9
E02003734,E02005560,4
E02003734,E02005561,13
E02003734,E02005562,1
E02003734,E02005563,2
E02003734,E02005564,14
E02003734,E02005566,3
E02003734,E02005567,11
E02003734,E02005568,1
E02003734,E02005569,12
E02003735,E02005560,7
E02003735,E02005561,4
E02003735,E02005564,10
E02003735,E02005566,1
E02003735,E02005567,4
E02003735,E02005568,2
E02003735,E02005569,10
E02003736,E02005560,3
E02003736,E02005561,4
E02003736,E02005563,2
E02003736,E02005564,6
E02003736,E02005566,1
E02003736,E02005567,6
E02003736,E02005569,1
E02003737,E02005560,2
E02003737,E02005561,4
E02003737,E02005564,6
E02003737,E02005565,2
E02003737,E02005568,1
E02003737,E02005569,6
E02003738,E02005560,1
E02003738,E02005567,1
E02003738,E02005569,2
E02003739,E02005561,1
E02003739,E02005564,3
E02003739,E02005567,3
E02003739,E02005568,1
E02003739,E02005569,2
E02003740,E02005560,2
E02003740,E02005561,2
E02003740,E02005565,1
E02003740,E02005567,3
E02003742,E02005560,21
E02003742,E02005561,55
E02003742,E02005562,6
E02003742,E02005563,59
E02003742,E02005564,18
E02003742,E02005565,8
E02003742,E02005566,36
E02003742,E02005567,8
E02003742,E02005568,2
E02003743,E02005560,23
E02003743,E02005561,90
E02003743,E02005562,5
E02003743,E02005563,122
E02003743,E02005564,29
E02003743,E02005565,22
E02003743,E02005566,76
E02003743,E02005567,8
E02003743,E02005568,1
E02003743,E02005569,22
E02003744,E02005560,25
E02003744,E02005561,94
E02003744,E02005562,3
E02003744,E02005563,138
E02003744,E02005564,23
E02003744,E02005565,27
E02003744,E02005566,100
E02003744,E02005567,10
E02003744,E02005568,6
E02003744,E02005569,11
E02003745,E02005560,26
E02003745,E02005561,61
E02003745,E02005562,7
E02003745,E02005563,50
E02003745,E02005564,23
E02003745,E02005565,7
E02003745,E02005566,89
E02003745,E02005567,20
E02003745,E02005568,6
E02003745,E02005569,5
E02003746,E02005560,3
E02003746,E02005561,13
E02003746,E02005562,1
E02003746,E02005563,9
E02003746,E02005564,5
E02003746,E02005565,6
E02003746,E02005566,19
E02003746,E02005567,2
E02003746,E02005568,4
E02003746,E02005569,3
E02003747,E02005560,8
E02003747,E02005561,9
E02003747,E02005563,7
E02003747,E02005564,3
E02003747,E02005565,3
E02003747,E02005566,5
E02003747,E02005567,4
E02003747,E02005568,1
E02003748,E02005560,5
E02003748,E02005561,21
E02003748,E02005563,14
E02003748,E02005564,8
E02003748,E02005565,2
E02003748,E02005566,14
E02003748,E02005567,6
E02003748,E02005568,2
E02003749,E02005561,3
E02003749,E02005563,11
E02003749,E02005564,5
E02003749,E02005566,3
E02003749,E02005567,2
E02003749,E02005569,2
E02003750,E02005560,7
E02003750,E02005561,8
E02003750,E02005563,13
E02003750,E02005564,7
E02003750,E02005565,6
E02003750,E02005566,9
E02003750,E02005567,5
E02003750,E02005568,1
E02003751,E02005560,1
E02003751,E02005561,9
E02003751,E02005562,2
E02003751,E02005563,3
E02003751,E02005564,6
E02003751,E02005566,15
E02003751,E02005567,7
E02003751,E02005569,5
E02003752,E02005560,5
E02003752,E02005561,13
E02003752,E02005563,12
E02003752,E02005564,9
E02003752,E02005565,3
E02003752,E02005566,8
E02003752,E02005567,3
E02003752,E02005568,3
E02003752,E02005569,2
E02003753,E02005561,3
E02003753,E02005566,1
E02003753,E02005569,1
E02003754,E02005563,1
E02003755,E02005564,1
E02003755,E02005566,1
E02003756,E02005562,1
E02003756,E02005566,1
E02003757,E02005564,3
E02003758,E02005561,1
E02003758,E02005564,2
E02003758,E02005565,3
E02003759,E02005564,2
E02003760,E02005561,2
E02003760,E02005564,1
E02003760,E02005567,1
