from,to,value
E02000020,E02002708,1
E02000028,E02002704,1
E02000040,E02002704,1
E02000045,E02002704,1
E02000090,E02002701,2
E02000108,E02002702,1
E02000141,E02002700,3
E02000173,E02002702,1
E02000231,E02002709,5
E02000238,E02002702,1
E02000264,E02002704,1
E02000265,E02002708,1
E02000311,E02002702,1
E02000314,E02002703,3
E02000318,E02002701,2
E02000337,E02002705,1
E02000340,E02002709,1
E02000367,E02002709,2
E02000369,E02002703,1
E02000369,E02002707,2
E02000372,E02002705,1
E02000372,E02002708,1
E02000372,E02002709,3
E02000386,E02002702,1
E02000386,E02002708,1
E02000387,E02002707,1
E02000394,E02002701,1
E02000394,E02002702,1
E02000409,E02002702,1
E02000432,E02002706,1
E02000440,E02002705,4
E02000440,E02002706,4
E02000452,E02002706,1
E02000470,E02002703,1
E02000495,E02002707,1
E02000509,E02002707,1
E02000515,E02002707,1
E02000533,E02002703,1
E02000548,E02002703,2
E02000556,E02002702,1
E02000559,E02002707,1
E02000564,E02002707,1
E02000566,E02002702,1
E02000582,E02002705,2
E02000596,E02002702,1
E02000622,E02002702,1
E02000626,E02002702,1
E02000627,E02002702,1
E02000633,E02002706,1
E02000634,E02002706,1
E02000640,E02002702,2
E02000649,E02002705,1
E02000660,E02002702,1
E02000682,E02002701,2
E02000764,E02002701,3
E02000798,E02002702,1
E02000813,E02002707,1
E02000815,E02002706,3
E02000838,E02002707,4
E02000855,E02002707,4
E02000866,E02002702,1
E02000874,E02002703,1
E02000888,E02002702,1
E02000894,E02002702,1
E02000905,E02002703,2
E02000909,E02002705,1
E02000932,E02002702,1
E02000936,E02002708,1
E02000947,E02002702,3
E02000947,E02002708,1
E02000949,E02002701,4
E02000952,E02002703,1
E02000975,E02002706,1
E02000995,E02002707,4
E02000998,E02002709,4
E02001003,E02002702,1
E02001005,E02002707,1
E02001014,E02002701,4
E02001018,E02002707,2
E02001019,E02002707,4
E02001042,E02002702,3
E02001053,E02002702,3
E02001062,E02002700,1
E02001063,E02002703,1
E02001066,E02002708,1
E02001068,E02002705,1
E02001069,E02002707,1
E02001069,E02002709,1
E02001070,E02002701,1
E02001076,E02002703,1
E02001077,E02002703,1
E02001080,E02002708,2
E02001103,E02002703,1
E02001104,E02002707,1
E02001123,E02002707,1
E02001136,E02002709,2
E02001163,E02002703,1
E02001174,E02002705,1
E02001183,E02002708,1
E02001191,E02002705,1
E02001205,E02002701,2
E02001238,E02002707,1
E02001248,E02002701,1
E02001263,E02002707,1
E02001348,E02002702,1
E02001349,E02002709,2
E02001353,E02002703,2
E02001362,E02002702,1
E02001381,E02002704,2
E02001381,E02002705,1
E02001381,E02002707,1
E02001384,E02002702,1
E02001388,E02002707,1
E02001394,E02002707,1
E02001401,E02002709,2
E02001419,E02002704,1
E02001437,E02002703,2
E02001468,E02002705,1
E02001508,E02002704,1
E02001509,E02002701,3
E02001509,E02002702,1
E02001510,E02002707,3
E02001512,E02002708,1
E02001513,E02002700,2
E02001513,E02002703,1
E02001514,E02002709,1
E02001518,E02002703,1
E02001520,E02002702,1
E02001520,E02002703,3
E02001521,E02002709,1
E02001524,E02002703,1
E02001524,E02002709,2
E02001528,E02002703,1
E02001528,E02002709,2
