from,to,value
E02000062,E02006730,1
E02000075,E02006731,1
E02000156,E02006731,1
E02000169,E02006736,1
E02000250,E02006738,1
E02000383,E02006736,1
E02000445,E02006731,1
E02000485,E02006731,1
E02000523,E02006738,1
E02000577,E02006734,1
E02000751,E02006738,1
E02000864,E02006734,1
E02001037,E02006731,1
E02001061,E02006731,1
E02001086,E02006736,1
E02001091,E02006731,1
E02001119,E02006736,1
E02001214,E02006733,1
E02001216,E02006733,1
E02001260,E02006739,1
E02001300,E02006733,1
E02001333,E02006734,1
E02001337,E02006733,1
E02001338,E02006731,1
E02001340,E02006730,1
E02001342,E02006731,1
E02001344,E02006738,1
E02001350,E02006731,2
E02001421,E02006731,1
E02001468,E02006733,2
E02001491,E02006738,1
E02001492,E02006738,1
E02001548,E02006733,1
E02001566,E02006733,2
E02001586,E02006733,1
E02001607,E02006733,1
E02001663,E02006733,1
E02001724,E02006731,1
E02001725,E02006731,1
E02001793,E02006736,1
E02001818,E02006736,1
E02001828,E02006734,1
E02001829,E02006736,1
E02001830,E02006731,2
E02001831,E02006730,2
E02001834,E02006733,1
E02001835,E02006730,1
E02001835,E02006731,1
E02001835,E02006734,4
E02001836,E02006736,1
E02001838,E02006732,2
E02001840,E02006730,1
E02001840,E02006736,1
E02001842,E02006733,1
E02001842,E02006734,1
E02001842,E02006736,2
E02001846,E02006734,1
E02001846,E02006736,1
E02001849,E02006734,1
E02001850,E02006731,1
E02001856,E02006734,1
E02001856,E02006736,1
E02001857,E02006730,3
E02001857,E02006731,1
E02001857,E02006736,2
E02001859,E02006731,1
E02001860,E02006736,2
E02001865,E02006731,1
E02001866,E02006731,3
E02001867,E02006731,2
E02001868,E02006730,1
E02001868,E02006731,1
E02001868,E02006733,3
E02001870,E02006733,1
E02001870,E02006736,2
E02001871,E02006730,2
E02001871,E02006731,1
E02001871,E02006736,1
E02001872,E02006730,1
E02001872,E02006731,1
E02001874,E02006731,1
E02001874,E02006734,1
E02001875,E02006736,1
E02001876,E02006731,1
