from,to,value
E02000127,W02000270,1
E02000312,W02000279,2
E02000622,W02000277,1
E02000624,W02000277,2
E02000639,W02000277,2
E02000642,W02000273,1
E02000728,W02000277,1
E02001190,W02000275,1
E02001236,W02000271,1
E02001283,W02000276,1
E02001374,W02000277,1
E02001377,W02000277,2
E02001460,W02000277,1
E02001640,W02000276,1
E02001811,W02000272,1
E02001813,W02000272,2
E02001957,W02000272,2
E02002017,W02000277,2
E02002022,W02000277,1
E02002121,W02000277,1
E02002136,W02000278,1
E02002228,W02000273,1
E02002232,W02000273,3
E02002709,W02000277,1
E02002719,W02000277,1
E02002910,W02000270,1
E02002910,W02000277,3
E02002912,W02000272,1
E02002924,W02000276,1
E02002924,W02000277,1
E02002925,W02000272,1
E02002925,W02000277,1
E02002927,W02000272,1
E02002960,W02000276,2
E02002986,W02000273,1
E02003018,W02000277,1
E02003020,W02000272,1
E02003023,W02000277,1
E02003024,W02000277,1
E02003026,W02000277,1
E02003038,W02000272,1
E02003038,W02000273,1
E02003045,W02000277,1
E02003052,W02000275,2
E02003070,W02000274,1
E02003081,W02000277,1
E02003094,W02000277,1
E02003105,W02000274,1
E02003108,W02000270,1
E02003115,W02000277,1
E02003119,W02000276,1
E02003121,W02000274,1
E02003223,W02000273,3
E02003224,W02000273,1
E02003228,W02000273,2
E02003235,W02000273,1
E02003411,W02000275,1
E02003426,W02000277,3
E02003710,W02000277,1
E02004408,W02000270,1
E02004514,W02000277,1
E02004631,W02000277,1
E02004632,W02000277,1
E02004634,W02000276,1
E02004634,W02000277,1
E02004647,W02000277,1
E02004659,W02000277,2
E02004666,W02000277,1
E02005114,W02000277,1
E02005204,W02000273,1
E02005898,W02000277,1
E02006023,W02000277,1
E02006064,W02000272,1
E02006066,W02000277,1
E02006068,W02000279,1
E02006071,W02000279,1
E02006073,W02000277,1
E02006105,W02000277,2
E02006461,W02000277,1
E02006476,W02000277,2
E02006481,W02000277,1
E02006658,W02000277,1
E02006682,W02000270,1
E02006685,W02000276,1
E02006689,W02000273,1
E02006845,W02000277,1
E02006927,W02000272,1
E02007024,W02000270,1
W02000003,W02000277,1
W02000011,W02000272,1
W02000017,W02000277,1
W02000019,W02000271,2
W02000072,W02000272,2
W02000093,W02000271,1
W02000105,W02000277,3
W02000106,W02000276,1
W02000107,W02000277,1
W02000109,W02000276,2
W02000110,W02000273,1
W02000110,W02000276,1
W02000111,W02000276,1
W02000111,W02000277,2
W02000113,W02000270,2
W02000113,W02000272,1
W02000113,W02000276,1
W02000114,W02000270,1
W02000114,W02000272,1
W02000114,W02000277,2
W02000114,W02000279,1
W02000117,W02000277,1
W02000118,W02000277,1
W02000126,W02000277,1
W02000132,W02000277,1
W02000133,W02000277,1
W02000135,W02000276,1
W02000136,W02000273,5
W02000143,W02000270,1
W02000143,W02000271,1
W02000143,W02000277,1
W02000143,W02000278,1
W02000145,W02000273,1
W02000145,W02000277,2
W02000146,W02000277,1
W02000147,W02000273,1
W02000149,W02000272,1
W02000149,W02000277,1
W02000151,W02000274,1
W02000151,W02000277,1
W02000152,W02000272,1
W02000154,W02000270,1
W02000154,W02000271,1
W02000154,W02000276,1
W02000154,W02000278,2
W02000157,W02000274,1
W02000157,W02000277,4
W02000157,W02000278,1
W02000158,W02000277,1
W02000160,W02000271,1
W02000161,W02000273,1
W02000161,W02000277,2
W02000162,W02000277,2
W02000163,W02000273,1
W02000163,W02000274,1
W02000163,W02000277,1
W02000164,W02000277,2
W02000164,W02000278,1
W02000166,W02000277,2
W02000166,W02000278,1
W02000167,W02000270,2
W02000167,W02000277,1
W02000168,W02000277,1
W02000169,W02000277,4
W02000170,W02000273,1
W02000170,W02000274,1
W02000170,W02000277,1
W02000170,W02000278,2
W02000171,W02000271,1
W02000171,W02000273,1
W02000171,W02000274,1
W02000171,W02000277,3
W02000171,W02000279,1
W02000172,W02000272,2
W02000173,W02000271,1
W02000173,W02000272,1
W02000173,W02000277,2
W02000173,W02000278,1
W02000174,W02000277,1
W02000175,W02000271,2
W02000175,W02000276,1
W02000176,W02000270,1
W02000176,W02000276,1
W02000176,W02000277,1
W02000177,W02000272,2
W02000178,W02000277,2
W02000179,W02000277,1
W02000180,W02000270,1
W02000180,W02000275,1
W02000181,W02000276,1
W02000181,W02000277,1
W02000181,W02000279,2
W02000182,W02000272,1
W02000182,W02000275,1
W02000182,W02000277,3
W02000185,W02000276,1
W02000185,W02000277,1
W02000186,W02000270,1
W02000186,W02000276,1
W02000186,W02000277,1
W02000188,W02000271,1
W02000188,W02000272,3
W02000188,W02000276,1
W02000188,W02000277,2
W02000189,W02000270,1
W02000189,W02000272,3
W02000191,W02000270,2
W02000191,W02000272,1
W02000192,W02000273,1
W02000192,W02000276,1
W02000192,W02000277,2
W02000192,W02000278,1
W02000193,W02000271,1
W02000193,W02000277,1
W02000193,W02000279,1
W02000194,W02000277,1
W02000195,W02000272,1
W02000197,W02000270,1
W02000197,W02000272,1
W02000197,W02000277,2
W02000198,W02000272,1
W02000198,W02000273,1
W02000200,W02000277,2
W02000201,W02000272,3
W02000201,W02000273,2
W02000201,W02000276,2
W02000201,W02000277,6
W02000201,W02000279,1
W02000202,W02000272,2
W02000202,W02000277,6
W02000202,W02000279,1
W02000204,W02000270,3
W02000204,W02000272,1
W02000204,W02000273,1
W02000204,W02000276,2
W02000204,W02000277,2
W02000205,W02000277,2
W02000206,W02000271,1
W02000206,W02000272,2
W02000207,W02000273,2
W02000207,W02000277,1
W02000207,W02000279,1
W02000208,W02000270,1
W02000208,W02000273,1
W02000208,W02000274,3
W02000208,W02000276,2
W02000208,W02000277,2
W02000210,W02000272,1
W02000210,W02000273,1
W02000210,W02000276,1
W02000210,W02000277,1
W02000211,W02000270,1
W02000211,W02000272,1
W02000211,W02000277,3
W02000212,W02000270,1
W02000212,W02000272,1
W02000212,W02000274,1
W02000212,W02000276,2
W02000212,W02000277,4
W02000212,W02000279,1
W02000213,W02000272,3
W02000213,W02000273,1
W02000213,W02000274,1
W02000213,W02000277,2
W02000214,W02000274,2
W02000214,W02000276,2
W02000214,W02000277,4
W02000214,W02000279,1
W02000215,W02000272,1
W02000215,W02000273,1
W02000215,W02000277,4
W02000216,W02000272,1
W02000216,W02000276,1
W02000216,W02000277,8
W02000216,W02000279,1
W02000217,W02000272,3
W02000217,W02000276,1
W02000217,W02000277,4
W02000218,W02000273,1
W02000218,W02000274,3
W02000218,W02000275,1
W02000218,W02000276,2
W02000218,W02000277,7
W02000219,W02000270,1
W02000219,W02000272,1
W02000219,W02000273,1
W02000219,W02000274,3
W02000219,W02000276,5
W02000219,W02000277,9
W02000220,W02000270,1
W02000220,W02000271,4
W02000220,W02000272,7
W02000220,W02000273,3
W02000220,W02000274,41
W02000220,W02000275,8
W02000220,W02000276,6
W02000220,W02000277,20
W02000220,W02000278,4
W02000221,W02000271,2
W02000221,W02000272,4
W02000221,W02000273,3
W02000221,W02000274,13
W02000221,W02000275,1
W02000221,W02000276,5
W02000221,W02000277,12
W02000221,W02000278,1
W02000221,W02000279,3
W02000222,W02000272,5
W02000222,W02000274,3
W02000222,W02000277,13
W02000222,W02000279,1
W02000223,W02000270,2
W02000223,W02000271,1
W02000223,W02000272,2
W02000223,W02000273,1
W02000223,W02000274,6
W02000223,W02000277,10
W02000223,W02000279,3
W02000224,W02000270,5
W02000224,W02000272,3
W02000224,W02000273,4
W02000224,W02000274,9
W02000224,W02000276,4
W02000224,W02000277,5
W02000225,W02000270,1
W02000225,W02000272,1
W02000225,W02000274,5
W02000225,W02000275,1
W02000225,W02000276,3
W02000225,W02000277,4
W02000225,W02000278,1
W02000225,W02000279,1
W02000226,W02000270,4
W02000226,W02000271,1
W02000226,W02000272,5
W02000226,W02000273,1
W02000226,W02000274,8
W02000226,W02000276,5
W02000226,W02000277,19
W02000226,W02000278,1
W02000227,W02000272,3
W02000227,W02000273,4
W02000227,W02000274,5
W02000227,W02000276,3
W02000227,W02000277,15
W02000227,W02000278,1
W02000228,W02000270,5
W02000228,W02000271,3
W02000228,W02000272,11
W02000228,W02000273,7
W02000228,W02000274,3
W02000228,W02000275,2
W02000228,W02000276,3
W02000228,W02000277,10
W02000228,W02000278,3
W02000228,W02000279,2
W02000229,W02000270,1
W02000229,W02000272,3
W02000229,W02000274,2
W02000229,W02000276,2
W02000229,W02000277,14
W02000229,W02000278,3
W02000230,W02000270,4
W02000230,W02000272,4
W02000230,W02000273,3
W02000230,W02000274,7
W02000230,W02000276,1
W02000230,W02000277,8
W02000230,W02000278,1
W02000231,W02000270,1
W02000231,W02000272,1
W02000231,W02000273,1
W02000231,W02000274,6
W02000231,W02000276,1
W02000231,W02000277,8
W02000231,W02000279,3
W02000232,W02000270,1
W02000232,W02000271,2
W02000232,W02000272,1
W02000232,W02000273,2
W02000232,W02000274,2
W02000232,W02000275,2
W02000232,W02000276,3
W02000232,W02000277,7
W02000232,W02000278,3
W02000233,W02000270,1
W02000233,W02000272,3
W02000233,W02000273,2
W02000233,W02000274,2
W02000233,W02000276,2
W02000233,W02000277,13
W02000233,W02000278,1
