areacd,origin,destination,nomove,within,fromout,toout,to1cd,to1,to2cd,to2,to3cd,to3,from1cd,from1,from2cd,from2,from3cd,from3
E02000040,843,1225,0,73,172,0,E02000048,16,E02000030,15,E02000046,14,E02000059,44,E02000039,33,E02000048,29
E02000041,919,855,0,51,113,0,E02000036,37,E02000047,31,E02000037,30,E02000047,46,E02000036,40,E02000434,38
E02000042,1508,1534,0,123,199,0,E02000034,56,E02000038,48,E02000035,45,E02000035,66,E02000050,54,E02000106,49
E02000043,717,787,0,31,171,0,E02000046,32,E02000051,32,E02000042,31,E02000051,49,E02000050,36,E02000042,26
E02000044,808,722,0,40,84,0,E02000037,25,E02000047,20,E02000039,19,E02000047,46,E02000059,27,E02000055,19
E02000045,1133,995,0,68,107,0,E02000038,31,E02000410,31,E02000034,21,E02000410,36,E02000038,29,E02000413,25
E02000046,1158,1032,0,72,127,0,E02000051,48,E02000050,45,E02000042,32,E02000051,35,E02000050,33,E02000042,32
E02000047,1272,1244,0,87,152,0,E02000059,65,E02000439,50,E02000041,46,E02000059,56,E02000049,50,E02000054,38
E02000048,1098,945,0,44,103,0,E02000054,43,E02000051,39,E02000039,37,E02000054,38,E02000055,31,E02000056,22
E02000049,880,833,0,39,113,0,E02000047,50,E02006953,24,E02005071,21,E02006953,44,E02000047,27,E02000059,24
E02000050,1188,1116,0,77,151,0,E02000042,54,E02000052,38,E02000043,36,E02000052,83,E02000046,45,E02000051,23
E02000051,1259,1098,0,68,154,0,E02000043,49,E02000288,40,E02000046,35,E02000046,48,E02000056,44,E02000048,39
E02000052,1388,1295,0,148,139,0,E02000050,83,E02000413,32,E02000043,21,E02000050,38,E02000061,36,E02000051,29
E02000054,1178,1102,0,85,164,0,E02000055,84,E02000059,50,E02000047,38,E02000055,96,E02000057,61,E02000048,43
E02000055,2081,2111,0,268,410,0,E02000057,100,E02000054,96,E02000059,56,E02000057,114,E02000054,84,E02000059,47
E02000056,1031,1012,0,85,144,0,E02000058,66,E02000051,44,E02000061,38,E02000058,70,E02000061,40,E02000169,31
E02000057,1083,1047,0,110,159,0,E02000055,114,E02000054,61,E02000060,51,E02000055,100,E02000060,68,E02000054,30
E02000058,1222,1175,0,90,121,0,E02000060,82,E02000056,70,E02000061,43,E02000060,125,E02000056,66,E02000061,51
E02000059,1729,1466,0,131,148,0,E02006954,59,E02000047,56,E02006953,55,E02000047,65,E02000055,56,E02006954,52
E02000060,1427,1223,0,279,165,0,E02000058,125,E02000057,68,E02000061,57,E02000058,82,E02000057,51,E02000061,44
E02000061,1469,1500,0,167,238,0,E02000058,51,E02000060,44,E02000056,40,E02000060,57,E02000064,52,E02000058,43
E02000062,924,718,0,17,85,0,E02000107,37,E02000055,27,E02000063,21,E02000059,30,E02000116,28,E02000107,18
E02000063,996,810,0,72,129,0,E02000055,46,E02000061,38,E02000103,26,E02000062,21,E02000064,20,E02000103,18
E02000064,974,952,0,51,118,0,E02000061,52,E02000123,26,E02000107,23,E02000058,30,E02000123,25,E02000107,23
E02000065,811,697,0,38,101,0,E02000314,48,E02000066,33,E02000072,23,E02000314,64,E02000066,26,E02000319,24
E02000066,834,678,0,60,72,0,E02000067,30,E02000065,26,E02000068,23,E02000065,33,E02000315,28,E02002377,21
E02000067,1033,1047,0,60,121,0,E02000070,38,E02000068,35,E02000072,34,E02000069,53,E02000072,42,E02000068,36
E02000068,950,788,0,72,89,0,E02000069,64,E02000072,63,E02000067,36,E02000072,54,E02000069,41,E02000067,35
E02000069,648,725,0,22,54,0,E02000067,53,E02000068,41,E02000072,37,E02000068,64,E02000067,27,E02000318,26
E02000070,626,564,0,28,46,0,E02000067,30,E02000081,19,E02000069,15,E02000067,38,E02000073,28,E02000072,20
E02000071,677,554,0,44,29,0,E02000083,22,E02000067,19,E02000074,19,E02000072,30,E02000069,19,E02000314,18
E02000072,1112,1182,0,120,88,0,E02000068,54,E02000067,42,E02000074,37,E02000068,63,E02000074,46,E02000069,37
E02000073,741,571,0,29,47,0,E02000075,31,E02000070,28,E02000087,23,E02000084,21,E02000077,18,E02000067,17
E02000074,632,494,0,25,30,0,E02000072,46,E02000078,21,E02000079,20,E02000072,37,E02000068,21,E02000081,21
E02000075,583,477,0,15,20,0,E02000081,24,E02000079,23,E02000070,14,E02000073,31,E02000084,20,E02000079,19
E02000077,676,600,0,38,39,0,E02000084,28,E02006785,22,E02000080,19,E02000318,57,E02000080,30,E02006785,20
E02000078,590,570,0,34,34,0,E02000081,20,E02000069,16,E02000071,15,E02000081,23,E02000079,22,E02000074,21
E02000079,860,962,0,61,51,0,E02000084,28,E02000078,22,E02000075,19,E02000084,29,E02000075,23,E02000068,22
E02000080,784,670,0,48,54,0,E02000084,45,E02000077,30,E02000085,27,E02000082,28,E02000084,28,E02006785,24
E02000081,713,624,0,40,35,0,E02005768,71,E02000078,23,E02000079,22,E02000075,24,E02000091,22,E02000078,20
E02000082,716,702,0,40,41,0,E02000340,30,E02000080,28,E02000085,15,E02000090,19,E02000080,18,E02000091,18
E02000083,983,889,0,79,66,0,E02005030,38,E02000072,21,E02000079,19,E02005030,34,E02000071,22,E02000081,20
E02000084,868,832,0,71,47,0,E02000079,29,E02000087,29,E02000080,28,E02000080,45,E02000091,30,E02000077,28
E02000085,660,662,0,52,26,0,E02000086,24,E02000080,14,E02000082,14,E02000090,41,E02000086,32,E02000080,27
E02000086,632,480,0,48,8,0,E02000085,32,E02000088,22,E02000089,22,E02000085,24,E02000090,24,E02000089,18
E02000087,658,696,0,56,59,0,E02006940,17,E02000079,14,E02000090,14,E02000088,34,E02000084,29,E02000073,23
E02000088,695,558,0,39,31,0,E02000091,49,E02000087,34,E02000082,17,E02000342,23,E02000086,22,E02000084,19
E02000089,547,521,0,52,23,0,E02000090,31,E02000086,18,E02000091,18,E02000090,45,E02000091,23,E02000086,22
E02000090,1095,1273,0,105,54,0,E02000091,84,E02000089,45,E02000085,41,E02000091,86,E02000089,31,E02000342,27
E02000091,1022,980,0,62,39,0,E02000090,86,E02000084,30,E02000092,26,E02000090,84,E02000088,49,E02000342,40
E02000092,471,504,0,28,29,0,E02000091,19,E02000090,14,E02000079,12,E02000091,26,E02000090,25,E02000078,13
E02000093,1276,1438,0,119,195,0,E02000442,41,E02006882,29,E02000095,27,E02000442,74,E02000449,40,E02000059,38
E02000094,1123,1076,0,42,120,0,E02000093,36,E02000095,31,E02000097,31,E02000095,51,E02006954,43,E02000097,31
E02000095,1137,971,0,73,149,0,E02000094,51,E02000097,34,E02006882,33,E02000097,38,E02000094,31,E02000111,28
E02000096,725,574,0,16,79,0,E02006956,33,E02006882,29,E02000099,18,E02000449,38,E02000100,28,E02000093,17
E02000097,959,908,0,91,119,0,E02006953,48,E02000095,38,E02000094,31,E02000444,51,E02000099,46,E02000095,34
E02000098,1039,738,0,43,93,0,E02000099,158,E02000101,51,E02000112,24,E02000093,18,E02000104,18,E02000101,17
E02000099,1116,1206,0,89,158,0,E02000097,46,E02000112,19,E02000108,18,E02000098,158,E02000100,52,E02000104,50
E02000100,1194,1067,0,61,284,0,E02000105,132,E02000455,71,E02000099,52,E02000452,37,E02000105,30,E02000095,29
E02000101,1090,996,0,72,165,0,E02000106,58,E02000097,28,E02000104,20,E02000112,57,E02000098,51,E02000104,25
E02000102,881,691,0,70,77,0,E02000112,33,E02006954,27,E02000103,23,E02000106,75,E02000123,38,E02000119,25
E02000103,1209,1019,0,86,97,0,E02000113,52,E02000106,34,E02000114,30,E02000107,51,E02000123,38,E02000106,37
E02000104,897,743,0,23,102,0,E02000099,50,E02006956,31,E02000101,25,E02000112,59,E02000111,42,E02000121,21
E02000105,1157,1113,0,95,166,0,E02000111,44,E02000108,39,E02000100,30,E02000100,132,E02000112,52,E02000111,51
E02000106,1698,1218,0,105,156,0,E02000102,75,E02000116,64,E02000114,53,E02000101,58,E02000123,49,E02000113,40
E02000107,1896,1688,0,154,228,0,E02000110,60,E02000103,51,E02000114,39,E02000116,47,E02000120,41,E02000062,37
E02000108,883,770,0,43,107,0,E02000111,30,E02000116,30,E02000105,27,E02000121,56,E02007100,44,E02000111,40
E02000110,1454,1136,0,57,140,0,E02000114,178,E02000116,51,E02000107,32,E02000107,60,E02000114,47,E02000116,42
E02000111,1692,1276,0,240,169,0,E02000118,129,E02000112,119,E02000121,91,E02000118,96,E02000121,95,E02000112,90
E02000112,1681,2104,0,231,256,0,E02000111,90,E02006956,82,E02000118,70,E02006956,213,E02000111,119,E02000118,87
E02000113,932,701,0,36,46,0,E02000112,60,E02000106,40,E02000119,32,E02000103,52,E02000123,41,E02000117,39
E02000114,1775,1659,0,120,175,0,E02000116,67,E02000110,47,E02000115,45,E02000110,178,E02000116,63,E02000122,55
E02000115,1519,1453,0,86,159,0,E02000114,47,E02000120,39,E02000178,39,E02000114,45,E02000178,41,E02000107,36
E02000116,1342,1180,0,141,107,0,E02000114,63,E02000107,47,E02000110,42,E02000114,67,E02000106,64,E02000123,54
E02000117,1523,1188,0,92,163,0,E02000123,98,E02006956,51,E02000119,46,E02000123,148,E02000116,40,E02000119,34
E02000118,1558,1268,0,232,193,0,E02000121,126,E02000111,96,E02000112,87,E02000111,129,E02000121,124,E02000112,70
E02000119,1015,1243,0,53,126,0,E02000123,46,E02000117,34,E02000113,33,E02000117,46,E02000123,41,E02000113,32
E02000120,1983,1825,0,151,214,0,E02000122,60,E02000124,59,E02000579,59,E02000178,44,E02000114,41,E02000126,41
E02000121,1782,1310,0,307,193,0,E02000118,124,E02000111,95,E02000108,56,E02000118,126,E02000111,91,E02000112,26
E02000122,1094,1056,0,48,122,0,E02000114,55,E02000125,43,E02000124,34,E02000124,83,E02000120,60,E02000125,39
E02000123,2573,1769,0,232,171,0,E02000117,148,E02000125,75,E02006956,56,E02000117,98,E02000125,82,E02000106,46
E02000124,1665,1504,0,117,182,0,E02000122,83,E02000125,55,E02000120,40,E02000120,59,E02000125,52,E02000973,39
E02000125,1611,1240,0,120,138,0,E02000123,82,E02000124,52,E02000122,39,E02000123,75,E02000124,55,E02000122,43
E02000126,1183,859,0,187,77,0,E02000120,41,E02000115,28,E02000124,24,E02000185,25,E02000964,25,E02000120,24
E02000127,765,724,0,42,52,0,E02000343,30,E02000685,18,E02000133,17,E02000343,15,E02000134,13,E02000145,13
E02000128,673,605,0,45,47,0,E02000133,64,E02000091,17,E02000344,12,E02000133,38,E02000140,12,E02000154,12
E02000130,1149,875,0,94,73,0,E02000139,31,E02000132,25,E02000131,23,E02000135,29,E02000131,19,E02000139,16
E02000131,1669,1466,0,96,105,0,E02000194,62,E02000135,48,E02000141,31,E02000194,30,E02000135,26,E02000838,24
E02000132,1245,1334,0,78,93,0,E02000138,81,E02006787,32,E02000141,26,E02000139,42,E02000138,38,E02000150,27
E02000133,1082,1060,0,122,75,0,E02000128,38,E02000136,34,E02000134,26,E02000128,64,E02000134,25,E02000136,25
E02000134,1523,1472,0,136,142,0,E02000144,80,E02000142,45,E02000146,37,E02000144,74,E02000137,44,E02000142,32
E02000135,1167,1022,0,65,73,0,E02000130,29,E02000141,29,E02000131,26,E02000131,48,E02000141,21,E02000130,20
E02000136,526,488,0,5,32,0,E02000133,25,E02000142,12,E02000145,10,E02000133,34,E02000149,15,E02000137,14
E02000137,926,849,0,42,63,0,E02000134,44,E02000138,41,E02000144,33,E02000138,35,E02000144,27,E02000134,26
E02000138,1023,952,0,76,64,0,E02000132,38,E02000137,35,E02000150,34,E02000132,81,E02000137,41,E02000144,23
E02000139,883,789,0,57,44,0,E02000132,42,E02006787,28,E02000150,25,E02000130,31,E02000134,27,E02006787,23
E02000140,605,578,0,33,45,0,E02000145,23,E02000149,18,E02000724,16,E02000154,35,E02000134,26,E02000145,23
E02000141,806,707,0,19,49,0,E02000150,22,E02000135,21,E02000139,18,E02000131,31,E02000135,29,E02000132,26
E02000142,813,809,0,44,66,0,E02000146,40,E02000134,32,E02000144,29,E02000134,45,E02000144,36,E02000146,25
E02000144,1301,1361,0,149,156,0,E02000134,74,E02000147,49,E02000142,36,E02000134,80,E02000147,45,E02000137,33
E02000145,806,624,0,47,43,0,E02000149,25,E02000140,23,E02000155,21,E02000140,23,E02000154,18,E02000132,13
E02000146,915,1072,0,87,103,0,E02000148,39,E02000142,25,E02000144,25,E02000142,40,E02000152,39,E02000134,37
E02000147,716,623,0,37,46,0,E02000144,45,E02000156,24,E02000138,20,E02000144,49,E02000137,24,E02000146,22
E02000148,584,519,0,18,49,0,E02000154,22,E02000134,20,E02000151,19,E02000146,39,E02000151,23,E02000134,17
E02000149,618,642,0,17,38,0,E02000154,17,E02000136,15,E02000151,15,E02000145,25,E02000154,24,E02000140,18
E02000150,718,651,0,37,61,0,E02000156,31,E02000132,27,E02006787,21,E02006787,40,E02000138,34,E02000156,28
E02000151,593,486,0,40,23,0,E02000157,29,E02000148,23,E02000154,20,E02000148,19,E02000157,16,E02000149,15
E02000152,651,644,0,32,50,0,E02000146,39,E02000144,25,E02000134,20,E02000144,32,E02000134,21,E02000142,19
E02000153,533,500,0,28,26,0,E02000156,29,E02000160,25,E02000159,13,E02000160,29,E02000141,17,E02000156,16
E02000154,898,825,0,79,85,0,E02000140,35,E02000155,34,E02000161,30,E02000148,22,E02000155,21,E02000157,21
E02000155,633,592,0,31,38,0,E02000157,22,E02000154,21,E02000687,20,E02000154,34,E02000158,25,E02000157,24
E02000156,1013,907,0,77,66,0,E02000160,37,E02000150,28,E02000207,23,E02000150,31,E02000153,29,E02000160,27
E02000157,627,632,0,50,57,0,E02000161,27,E02000155,24,E02000154,21,E02000161,36,E02000151,29,E02000154,27
E02000158,529,575,0,39,40,0,E02000155,25,E02000140,19,E02000163,17,E02000154,25,E02000145,20,E02000157,20
E02000159,561,517,0,41,41,0,E02000162,25,E02000152,16,E02000133,15,E02000162,21,E02000134,16,E02000156,16
E02000160,598,590,0,44,18,0,E02000153,29,E02000156,27,E02006789,14,E02000156,37,E02000153,25,E02000130,17
E02000161,753,653,0,54,60,0,E02000163,46,E02000157,36,E02000162,28,E02000154,30,E02000163,28,E02000157,27
E02000162,540,579,0,43,40,0,E02000163,27,E02000159,21,E02000146,14,E02000163,30,E02000161,28,E02000159,25
E02000163,614,595,0,39,34,0,E02005094,32,E02000162,30,E02005097,29,E02000161,46,E02000162,27,E02005094,18
E02000165,609,485,0,65,22,0,E02006789,76,E02005100,23,E02005099,19,E02006789,28,E02006783,17,E02000145,15
E02000166,921,867,0,46,100,0,E02000174,19,E02000557,18,E02000171,14,E02000168,34,E02000557,34,E02000561,18
E02000167,1157,1296,0,138,234,0,E02000169,61,E02000176,38,E02000171,37,E02000169,62,E02000173,58,E02000177,21
E02000168,1344,1212,0,89,134,0,E02000555,41,E02000561,38,E02000174,35,E02000174,44,E02000561,37,E02000557,33
E02000169,1064,1210,0,102,241,0,E02000167,62,E02000173,48,E02000056,31,E02000167,61,E02000173,27,E02000175,27
E02000170,1497,1473,0,95,187,0,E02000175,59,E02000178,49,E02000107,32,E02000175,71,E02000178,53,E02000181,49
E02000171,1115,1113,0,45,159,0,E02000176,26,E02000173,23,E02000172,20,E02000167,37,E02000172,32,E02000176,29
E02000172,1465,1527,0,74,287,0,E02000174,49,E02000184,37,E02000168,32,E02000177,43,E02000174,36,E02000168,31
E02000173,1473,1562,0,105,334,0,E02000167,58,E02000176,56,E02000181,56,E02000176,51,E02000169,48,E02000167,30
E02000174,1379,1282,0,58,119,0,E02000168,44,E02000172,36,E02000561,35,E02000172,49,E02000168,35,E02000180,26
E02000175,1997,2072,0,124,279,0,E02000178,77,E02000170,71,E02000181,69,E02000178,87,E02000181,72,E02000170,59
E02000176,1099,1147,0,77,197,0,E02000173,51,E02000182,39,E02000177,31,E02000173,56,E02000167,38,E02000171,26
E02000177,1405,1334,0,74,178,0,E02000172,43,E02000188,42,E02000972,32,E02000176,31,E02000172,27,E02000179,24
E02000178,1840,1779,0,97,211,0,E02000175,87,E02000170,53,E02000185,52,E02000175,77,E02000170,49,E02000120,48
E02000179,940,798,0,37,157,0,E02000185,31,E02000173,25,E02000169,24,E02000176,29,E02000185,23,E02000191,21
E02000180,1584,1592,0,80,186,0,E02000184,32,E02000183,30,E02000172,27,E02000191,48,E02000184,46,E02000172,29
E02000181,1594,1721,0,107,235,0,E02000175,72,E02000170,49,E02000178,46,E02000175,69,E02000173,56,E02000182,50
E02000182,1107,1382,0,49,315,0,E02000181,50,E02000185,29,E02000173,28,E02000176,39,E02000961,31,E02000962,28
E02000183,1188,1272,0,110,256,0,E02000184,30,E02000177,24,E02000182,24,E02000186,36,E02000180,30,E02000177,21
E02000184,1763,2325,0,100,517,0,E02000186,51,E02000180,46,E02000187,43,E02000191,86,E02007115,62,E02000172,37
E02000185,1298,1338,0,73,180,0,E02000178,34,E02000182,27,E02000126,25,E02000178,52,E02000179,31,E02000182,29
E02000186,1316,1652,0,38,299,0,E02000183,36,E02000184,33,E02000187,28,E02000188,54,E02000184,51,E02000191,50
E02000187,1294,1723,0,91,412,0,E02007115,48,E02000184,33,E02000193,26,E02007115,103,E02000191,68,E02000188,49
E02000188,1201,1376,0,60,308,0,E02000186,54,E02000187,49,E02007115,38,E02000191,53,E02007115,44,E02000177,42
E02000191,2063,2420,0,86,733,0,E02007115,104,E02000184,86,E02000193,78,E02007115,66,E02000972,48,E02000971,22
E02000192,877,1104,0,32,239,0,E02007115,34,E02000575,20,E02000193,16,E02007115,50,E02000193,30,E02000191,28
E02000193,1156,1706,0,57,456,0,E02000192,30,E02007115,25,E02000585,24,E02000191,78,E02007115,72,E02000977,35
E02000194,1265,1181,0,77,89,0,E02000199,65,E02000200,54,E02000131,30,E02000131,62,E02000650,34,E02000200,26
E02000195,938,749,0,15,80,0,E02000645,25,E02000199,20,E02000213,18,E02000645,27,E02000194,26,E02000198,24
E02000196,900,778,0,53,88,0,E02000197,40,E02000208,23,E02000641,22,E02000197,57,E02000649,22,E02000198,19
E02000197,1019,802,0,51,91,0,E02000196,57,E02000202,30,E02000705,23,E02000196,40,E02000204,23,E02000649,23
E02000198,932,928,0,29,80,0,E02000206,33,E02000195,24,E02000208,23,E02000202,41,E02000199,25,E02000203,18
E02000199,1063,759,0,34,76,0,E02000202,45,E02000198,25,E02000200,21,E02000194,65,E02000200,27,E02000208,22
E02000200,1100,1051,0,51,78,0,E02000207,34,E02000199,27,E02000194,26,E02000194,54,E02000201,40,E02000202,25
E02000201,997,794,0,36,53,0,E02000200,40,E02000207,36,E02000206,26,E02000206,28,E02000200,26,E02000198,21
E02000202,1021,825,0,42,106,0,E02000203,42,E02000198,41,E02000208,36,E02000199,45,E02000204,42,E02000197,30
E02000203,1058,824,0,38,88,0,E02000206,44,E02000213,39,E02000208,36,E02000202,42,E02000204,30,E02000208,19
E02000204,1039,896,0,62,125,0,E02000208,51,E02000202,42,E02000213,32,E02000209,38,E02000203,30,E02000208,30
E02000206,1184,1125,0,39,122,0,E02000213,34,E02006987,31,E02000201,28,E02000203,44,E02000213,34,E02000198,33
E02000207,947,813,0,38,59,0,E02000210,22,E02000213,21,E02000217,19,E02000201,36,E02000200,34,E02000156,23
E02000208,1448,1242,0,70,148,0,E02000213,37,E02000215,37,E02000217,37,E02000204,51,E02000213,45,E02000202,36
E02000209,918,743,0,43,106,0,E02000204,38,E02000695,29,E02000208,25,E02000938,35,E02000213,27,E02000204,25
E02000210,935,795,0,37,56,0,E02000215,30,E02000214,27,E02006987,23,E02000215,50,E02000213,24,E02000207,22
E02000211,675,607,0,61,49,0,E02000230,32,E02000156,23,E02000234,18,E02000227,21,E02000156,20,E02000218,15
E02000212,1058,928,0,77,165,0,E02000215,48,E02000217,45,E02000213,32,E02000208,36,E02000217,32,E02000213,27
E02000213,1881,1761,0,132,206,0,E02006987,61,E02000217,53,E02000215,50,E02006987,95,E02000217,40,E02000203,39
E02000214,533,475,0,17,40,0,E02006987,18,E02000230,16,E02000218,15,E02000215,34,E02000210,27,E02000207,17
E02000215,1728,1610,0,135,160,0,E02000210,50,E02006987,47,E02000217,39,E02000213,50,E02000212,48,E02000216,39
E02000216,963,854,0,113,158,0,E02000215,39,E02006987,32,E02006431,31,E02000215,35,E02006987,34,E02000213,28
E02000217,1420,1373,0,72,99,0,E02006987,43,E02000213,40,E02000215,38,E02000213,53,E02006987,51,E02000212,45
E02000218,470,412,0,6,40,0,E02000219,16,E02000211,15,E02000215,14,E02000214,15,E02000211,14,E02000202,12
E02000219,493,508,0,17,34,0,E02000211,13,E02000227,12,E02006790,11,E02000156,20,E02000211,17,E02000218,16
E02000221,874,911,0,48,76,0,E02000217,25,E02000222,24,E02000215,22,E02000217,30,E02000216,28,E02006988,23
E02000222,893,964,0,55,54,0,E02006988,27,E02000228,25,E02000221,19,E02006988,46,E02000856,35,E02000224,31
E02000223,515,324,0,14,18,0,E02000229,31,E02000196,19,E02000209,12,E02000229,16,E02000135,11,E02000208,10
E02000224,1006,769,0,26,51,0,E02000230,32,E02000222,31,E02000232,25,E02006988,26,E02000215,25,E02000221,18
E02000225,424,365,0,7,35,0,E02000213,20,E02000229,17,E02000227,14,E02000217,19,E02000206,15,E02000210,14
E02000226,545,614,0,11,77,0,E02000227,24,E02006429,18,E02000224,14,E02000227,39,E02000216,24,E02000222,19
E02000227,1041,863,0,131,58,0,E02000226,39,E02000222,25,E02000204,23,E02000226,24,E02000215,23,E02000228,22
E02000228,633,598,0,48,31,0,E02000227,22,E02000232,19,E02006790,17,E02000230,26,E02000222,25,E02000224,21
E02000229,455,334,0,18,18,0,E02000223,16,E02000165,11,E02000215,11,E02000223,31,E02000225,17,E02000218,12
E02000230,1158,1133,0,66,88,0,E02000231,47,E02000234,32,E02000233,29,E02000234,33,E02000211,32,E02000224,32
E02000231,744,834,0,35,64,0,E02000230,32,E02000234,26,E02000233,17,E02000230,47,E02000861,18,E02006988,15
E02000232,423,456,0,14,22,0,E02006429,23,E02000228,20,E02006790,20,E02000224,25,E02000227,22,E02000228,19
E02000233,613,523,0,33,29,0,E02006430,33,E02000230,28,E02000234,28,E02000230,29,E02000235,21,E02000231,17
E02000234,798,923,0,47,50,0,E02000236,34,E02000230,33,E02000237,32,E02000230,32,E02000233,28,E02000231,26
E02000235,527,556,0,13,33,0,E02000233,21,E02006429,21,E02006430,21,E02000230,23,E02000233,21,E02006429,20
E02000236,613,689,0,46,15,0,E02000234,26,E02006378,23,E02000209,16,E02000234,34,E02006378,21,E02006988,17
E02000237,524,511,0,38,14,0,E02006430,22,E02000234,21,E02000235,17,E02000234,32,E02006430,19,E02000217,13
E02000238,1169,1077,0,81,126,0,E02000513,44,E02000241,35,E02000240,32,E02000239,52,E02000240,32,E02000531,32
E02000239,983,775,0,58,116,0,E02000238,52,E02000324,22,E02000461,21,E02000112,24,E02000108,21,E02000121,21
E02000240,919,872,0,56,124,0,E02000238,32,E02000245,28,E02000241,24,E02000241,51,E02000238,32,E02000245,26
E02000241,711,752,0,36,101,0,E02000240,51,E02000459,22,E02000238,21,E02000238,35,E02000245,30,E02000240,24
E02000242,707,579,0,61,78,0,E02000244,28,E02000099,23,E02000121,22,E02000118,24,E02000121,21,E02000244,21
